	gram_1	gram_2	gram_3	Freq
6790	media	richness	high	4
6791	exchange	role	make	3
6792	hosking	process	involve	3
6793	commitment	extra	role	3
6794	leadership	theory	management	3
6795	expect	passive	leadership	4
6796	focus	process	local	3
6797	relational	process	emotion	3
6798	deep	sense	self	3
6799	broader	range	leadership	3
6800	work	influence	group	5
6801	daily	model	interaction	3
6802	create	usable	knowledge	3
6803	satisfaction	performance	criterion	3
6804	emotional	intelligence	ability	3
6805	build	long	term	4
6806	individual	internal	process	3
6807	increase	potential	organizational_outcome	4
6808	inspirational	motivation	transformational	3
6809	couple	federation	department	3
6810	context	organization	multiple	3
6811	simmelian	tie	triad	3
6812	outcome	organizational	citizenship	4
6813	develop	relationship	team	3
6814	imagery	conceptual	language	9
6815	envision	transformational	phenomenon	4
6816	related	leader	effectiveness_level	10
6817	result	effective	leadership	3
6818	style	leadership	effectiveness_level	7
6819	team	member	report	5
6820	connection	depict	leader	3
6821	leadership	style	organizational_outcome	6
6822	leadership	skill	develop	3
6823	mature	leadership	relationship	3
6824	leadership	witness	observe	4
6825	dyad	linkage	vertical	3
6826	duration	manager##employee	relation	3
6827	play	dominant	role	3
6828	decision	maker	element	3
6829	satisfaction	supervision	satisfaction	3
6830	task	feedback	individual	4
6831	team	unit	organization	5
6832	believe	leader##follower_theory	exist	3
6833	leader	behavior	promote	3
6834	failure	entity	relational	3
6835	relationship	promotion	conduct	4
6836	predictor	criterion	variable	4
6837	leadership	style	locate	3
6838	express	greater	preference	3
6839	behavior	performance	organizational_outcome	3
6840	leader	behavior##subordinate	response	3
6841	supervisor	instrumental	leadership	3
6842	leadership	there	multiple	3
6843	leader	support	subordinate	4
6844	theory	propose	leader	3
6845	study	suggest	leadership	5
6846	information	telecommunication	technology	3
6847	fiedler	prefer	co##worker	7
6848	high##characteristic	relationship	follower	3
6849	leader	emerge	maintain	3
6850	relevant	leader	trait_approach	5
6851	develop	empower	follower	3
6852	conduct	field	experiment	3
6853	pay	attention	individual	7
6854	form	decision	tree	3
6855	influence	transformational	leader	4
6856	fundamental	understand	aspect	3
6857	study	conduct	explore	3
6858	related	organizational	commitment	3
6859	experience	training	job	5
6860	test	relative	effectiveness_level	6
6861	leader	pseudo	transformational	6
6862	resource	management	implement	3
6863	account	make	decision	3
6864	view	perception	report	3
6865	outcome	hereditary	succession	3
6866	assessment	leader	behavior	3
6867	adaptation	external	environment	3
6868	bond	case	relational	3
6869	implicit	corporate	social	11
6870	relevant	effective	leadership	14
6871	transactional_transformational_leadership_model	base	exchange	3
6872	identify	antecedent	vertical_dyad_linkage_theory	3
6873	reflection	mediate	interactive	3
6874	relationality	organizational	relational	3
6875	remove	leadership	study	3
6876	charismatic_leadership_theory	leader	emphasize	3
6877	level	performance	commitment	5
6878	effectiveness_level	mental	model	3
6879	interaction	real	meaning	3
6880	renegotiate	dachler	argue	3
6881	task	require	minimum	3
6882	people	absorb	gender	3
6883	study	field	experiment	3
6884	group	member	decision##make	3
6885	organizational	outcome	job	3
6886	participant	attitude	leader	3
6887	leadership	process	organizing	6
6888	center	communication	process	3
6889	mainstream	leadership	literature	5
6890	leadership	transformational	charismatic_leadership_theory	4
6891	group	member	task	3
6892	action	science	insider	3
6893	causality	intersubjectivity	strong	3
6894	trust	work	relationship	3
6895	meaning	unit	deal	3
6896	study	focus	leadership	3
6897	performance	transformational	leader	8
6898	benefit	mutual	interest	3
6899	unified	theory	leadership	5
6900	inspirational	motivation	refer	3
6901	dynamics	involve	generation	4
6902	include	social	construction	3
6903	trust	leadership	facilitate	7
6904	follower	self##rating	competence	31
6905	approach	leadership	outcome	3
6906	feedback	task	performance	7
6907	literature	corporate	social	3
6908	rationality	theory	theory	3
6909	exchange	relationship	vertical_dyad_linkage_theory	4
6910	four	dimension	transformational_leadership_theory	6
6911	theoretical	model	role	3
6912	heart	result	depersonalize	3
6913	influence	leader	value	3
6914	relationship	development	interrelate	3
6915	inspirational	appeal	consultation	3
6916	exchange	reward	recognition	3
6917	leadership	style	problem	9
6918	include	idealize	influence	3
6919	multiple	form	resource	3
6920	leader	collaborator	actor	3
6921	causal	connection	relationship	3
6922	landholder	groupman	member	3
6923	behavior	exhibit	stronger	4
6924	characterize	strong	tie	3
6925	study	explore	organizational_outcome	4
6926	member##member##member	exchange	theory	3
6927	process	authentic	leader	6
6928	variation	team	member	5
6929	way	identify	analyze	3
6930	product	development	performance	3
6931	offer	vertical_dyad_linkage_theory	collective	3
6932	close	distant	leader	6
6933	favorability	individual	implicit	3
6934	high##performance	expectation	express	3
6935	approach	sayles	manager	3
6936	leader	experience	anxiety	3
6937	formulation	thought	theory	3
6938	characterise	leadership	performance	3
6939	provide	sense	belong	3
6940	social	identity	analysis	20
6941	theory	argue	leadership	3
6942	hereditary	succession	case	3
6943	development	attempt	follower##leader	3
6944	dependent	variable	measure	5
6945	social	order	negotiate	4
6946	context	offer	traditional	3
6947	effort	reliant	individual	3
6948	mental	model	team	3
6949	internal	work	locus	11
6950	lean	leadership	general	3
6951	organizational	citizenship	behavior##group	3
6952	healthful	regeneration	physical	3
6953	encourage	ethical	behavior	3
6954	cultural	difference	leadership	3
6955	discuss	term	behavior	4
6956	social	contagion	affect	3
6957	relationship	supplementary	analysis	4
6958	transformational_leadership_theory	instructional	leadership	3
6959	self##directedness	empower	team	3
6960	style	trait	leadership	4
6961	leadership	vertical_dyad_linkage_theory	vertical_dyad_linkage_theory	5
6962	improve	performance	leader	3
6963	leader	manage	high	6
6964	process	historical	social	3
6965	establish	norm	expectation	3
6966	team	network	flow	4
6967	people	feeling	opinion	4
6968	leader	role	modeling	4
6969	characteristic	influence	leadership	7
6970	characteristic	exchange	develop	3
6971	barling	weber	kelloway	3
6972	member	satisfied	democratic	6
6973	session	i	ii	6
6974	description	questionnaire	leadership	3
6975	examine	direct	relationship	4
6976	result	study	support	9
6977	leadership	motivation	leadership	3
6978	develop	leadership	capacity	3
6979	view	transformational	leader	3
6980	contribution	social	order	3
6981	organizational	learning	capability	4
6982	social	responsibility	lead	4
6983	transformational_leadership_theory	theory	offer	3
6984	consistent	rol	approach	4
6985	construct	relational	self	3
6986	framework	discuss	question	3
6987	leadership	style	result	15
6988	sayle	lateral	relationship	3
6989	set	prescriptive	principle	4
6990	outside	information	attribution_theory_leadership	3
6991	negative	leader	behavior	4
6992	level##analysis	issue	theory	3
6993	individual	commitment	specific	3
6994	link	organizational_outcome	self##view	3
6995	determinant	organizational	effectiveness_level	4
6996	behavior	role	modeling	3
6997	emphasize	employee	perception	3
6998	listen	facilitate	supportive	3
6999	set	high##performance	expectation	4
7000	term	relationship	specific	4
7001	study	combination	theoretical	3
7002	collaborator	actor	relationship	3
7003	follower	readiness	level	16
7004	mediate	relationship	laissez##faire	3
7005	reality	decision	action	3
7006	framework	leadership	theory	4
7007	construct	produce	approach	3
7008	respect	develop	andersen	3
7009	unit	analysis	leadership	4
7010	individual	leader	accord	3
7011	leader	decrease	task	3
7012	condition	environmental	uncertainty	5
7013	knowledge	experience	skill	5
7014	approach	include	process	3
7015	inspire	follower	perform	4
7016	charismatic_leadership_theory	maintain	create	3
7017	stress##be	employee	stress##be	4
7018	engage	leader##follower	raise	6
7019	behavior	relevant	understanding	3
7020	approach	bouwen	hosking	3
7021	study	leader	trait	3
7022	task##oriented	behavior	initiate	8
7023	independence	professional	approach	4
7024	entitativity	extreme	group	3
7025	approach	leadership	development	3
7026	approach	constraint	human	3
7027	follower	phenomenological	field	5
7028	relationship	consistent	relational	3
7029	leader##follower	develop	effective	4
7030	considerate	structuring	behavior	3
7031	deal	deviation	standard	3
7032	field	apply	leadership	3
7033	present	study	extend	6
7034	theory	suggest	sum	3
7035	leader	characteristic	charismatic_leadership_theory	3
7036	relevant	situation	behavior	3
7037	employee	perceive	characteristic	7
7038	relation	set	motion	3
7039	routine	satisfying	task	4
7040	type	process	innovation	7
7041	leadership	play	role	8
7042	organization	policy	procedure	3
7043	model	interpersonal	influence	3
7044	explain	traditional	leadership	3
7045	organizational	performance	approach	3
7046	leader	characteristic	trust	3
7047	vertical_dyad_linkage_theory	vertical_dyad_linkage_theory	focus	3
7048	inspirational	appeal	emotional	3
7049	role	attachment	style	3
7050	promote	desire	outcome	6
7051	need	psychological	safety	3
7052	manager	project	type	5
7053	task	underlying	flexibility	3
7054	leadership	manager##subordinate	dyad	3
7055	study	charismatic_leadership_theory	leader	6
7056	relational	process	center	3
7057	power	struggle	psychological	4
7058	people	solve	problem	3
7059	broadly	style	function	3
7060	empirical	evidence	theory	3
7061	leader	build	trust	5
7062	integration	social	identity	3
7063	leader	emergence	leadership	16
7064	leader	transform	organization	4
7065	understand	leader	influence	3
7066	sense	self	construe	3
7067	leader	task	leader	3
7068	leader	transference	process	3
7069	negative	form	leadership	3
7070	self##report	collect	single	3
7071	contextual	approach	leadership	3
7072	organize	break	traditional	3
7073	dynamic	delegation	process	3
7074	include	contingent	reward	4
7075	individual	work	charismatic_leadership_theory	5
7076	male	female	comparison	3
7077	intellectual	stimulation	inspirational	8
7078	reward	punishment	behavior##subordinate	10
7079	leader	behavior	base	3
7080	situation	leader	situation	4
7081	determine	leader	effectiveness_level	4
7082	require	direct	communication	3
7083	work	unit##level	transformational_leadership_theory	4
7084	psychological	need	fulfillment	6
7085	attribution	success	failure	3
7086	leader	achieve	higher	3
7087	style	leadership	relation	3
7088	greater	group	efficacy	3
7089	member##member##member	exchange	direction	3
7090	sell	participate	delegate	5
7091	role	conflict	leadership	3
7092	approach	start	process	3
7093	scanty	theoretical	basis	3
7094	leader	personalize	socialize	3
7095	homogenization	implication	leadership	3
7096	depressive	symptom	anxiety	6
7097	knowledge	creation	process	11
7098	development	management	leadership	3
7099	organizational	culture	knowledge	11
7100	understanding	relational	leadership	6
7101	i	perform	job	4
7102	research	relationship	approach	3
7103	organizational	interorganizational	network	3
7104	unstructured	position	power	3
7105	leadership	emotion	explore	3
7106	low	maturity	employee	4
7107	value	social	identity	3
7108	emergence	social	order	6
7109	organizational	commitment	work	3
7110	kerr	jermiers	substitute	3
7111	understand	influence	social	3
7112	study	examine	issue	3
7113	theory	leadership	develop	4
7114	relationship	feel	extent	3
7115	specific	leadership	behavior	10
7116	lead	higher	characteristic	4
7117	process	hosking	press	4
7118	shaw	taxonomy	task	3
7119	study	provide	support	3
7120	individual	difference	leadership	7
7121	teacher	greater	responsibility	3
7122	leader	action	value	4
7123	field	social	utility	3
7124	desire	describe	model	3
7125	performance	leadership	style	3
7126	status	quo	leadership	4
7127	employee	satisfaction	commitment	3
7128	frequency	co##occurrence	factor	4
7129	high##performance	expectation	follower	5
7130	system	i	system	4
7131	construction	understanding	relationship	3
7132	process	interpersonal	relationship	3
7133	human	service	manager	4
7134	organizational_outcome	aspect	leadership	3
7135	influence	real	reflect	3
7136	questionnaire	leader	behavior	7
7137	characteristic	management	practice	4
7138	entity	methodology	limit	3
7139	break	glass	ceiling	4
7140	task	i	perform	3
7141	p	type	leadership	10
7142	empirical	evidence	organizational_outcome	5
7143	younger	older	manager	12
7144	influence	process	occur	7
7145	hypothesize	factor	structure	4
7146	job	task	place	3
7147	contagion	affect	extent	3
7148	organizational	commitment	organizational	8
7149	increase	emotional	intensity	3
7150	trust	leadership	trust	3
7151	approach	boldness	approach	3
7152	economic	exchange	relationship	7
7153	transformational	scale	contingent	5
7154	social	ecology	leadership	3
7155	interaction	actor	focus	3
7156	group	collective	theory	3
7157	coordinate	social	process	3
7158	anxious	attachment	neuroticism	4
7159	value	group	identity	3
7160	generate	knowledge	organizational	3
7161	leadership	questionnaire	factor	9
7162	base	case	study	3
7163	comprise	leadership	organizing	5
7164	leader	process	outcome	4
7165	leadership	effectiveness_level	task	3
7166	direction	leader	collaborator	3
7167	model	emotional	intelligence	3
7168	behave	way	reflect	3
7169	work	people	process	3
7170	process	individual	in##group	3
7171	characteristic	complex	system	4
7172	leader	network	member	5
7173	analysis	behavior	description	8
7174	complex	system	characteristic	3
7175	subordinate	favor	leader	3
7176	situational_contingency_theory	prediction	hold	32
7177	autocratic	leader	perceive	5
7178	understanding	relationship	social	3
7179	objective	performance	measure	6
7180	underlying	mechanism	drive	3
7181	individual	possess	greater	4
7182	transformational_leadership_theory	predict	work	4
7183	organizational_outcome	high##strain	job	3
7184	review	leadership	theory	10
7185	trust	respect	obligation	8
7186	definition	leader	trait	5
7187	life	mean	difference	3
7188	positive	negative	affect	10
7189	case	study	field	3
7190	organizational	organizational_outcome	approach	3
7191	prefer	co##worker	leader	46
7192	individualize	consideration	transformational_leadership_theory	8
7193	effectiveness_level	generalization	leadership	3
7194	organizational_outcome	performance	mediate	4
7195	extrinsic	intrinsic	motivation	3
7196	model	charismatic_leadership_theory	conger##kanungo	3
7197	style	leadership	style	8
7198	data	collect	analyze	3
7199	event	individual	dyad	3
7200	consistent	correlate	leadership	3
7201	follower	social	identity	4
7202	trait##related	task	competence	18
7203	process	reflect	differ	3
7204	set	leader	behavior	5
7205	member	power	struggle	4
7206	social	bound	common	3
7207	result	incremental	influence	3
7208	man	heart	attack	3
7209	construct	reality	operative	3
7210	attribution	leader	behavior	5
7211	punishment	subordinate	satisfaction	7
7212	description	questionnaire	leader	5
7213	charismatic_leadership_theory	leader	create	6
7214	factor	contingent	reward	4
7215	examine	linkage	organizational	3
7216	study	examine	role	7
7217	labor	exchange	group	5
7218	suggest	team	member	3
7219	number	leader	behavior	3
7220	social	relation	entity	3
7221	supportive	participative	achievement	4
7222	network	connection	social	3
7223	occur	individual	actor	3
7224	organizational_outcome	high	expectation	3
7225	member	vertical_dyad_linkage_theory	characteristic	5
7226	lateral	relationship	relational	3
7227	develop	unfold	maintain	3
7228	outcome	process	directiveness	4
7229	intellectual	stimulation	intellectual	4
7230	transformational	charismatic_leadership_theory	leader	11
7231	leadership	organizational	knowledge	14
7232	effort	insider	scholar	3
7233	transactional	transformational_leadership_theory	theory	5
7234	effectiveness_level	global	leadership	4
7235	attribution	charismatic_leadership_theory	leader##follower	3
7236	multipersonal	science	relational	3
7237	early	work	house	3
7238	face	virtual	team	3
7239	vertical_dyad_linkage_theory	differentiation	vertical_dyad_linkage_theory	4
7240	electronic	integration	radio	4
7241	positive	psychological	resource	4
7242	effectiveness_level	leader##member	relation	3
7243	structuring	control	illusory	3
7244	leadership	theory	emphasize	4
7245	student	outcome	analysis	3
7246	steers	mowday	boulian	3
7247	teacher	leadership	contribute	3
7248	combine	qualitative	ethnographic	3
7249	think	entity	clear	3
7250	predict	positive	relationship	3
7251	empirical	study	link	6
7252	influence	inspirational	motivation	23
7253	five	cardinal	relationship	3
7254	mind	heart	spirit	3
7255	leader	trait	paradigm	12
7256	organization	hold	policy	3
7257	culture	organizational	performance	3
7258	outsider	appreciative	inquiry	3
7259	related	charismatic_leadership_theory	organizational_outcome	4
7260	leader	support	follower	7
7261	environment	high	emphasis	3
7262	good	psychometric	property	3
7263	reflect	follower	value	3
7264	current	theory	practice	3
7265	individual##level	cognition	larger	3
7266	leadership	extreme	action	6
7267	state	resource	depletion	4
7268	individual	organization	predominant	3
7269	higher	status	group	4
7270	ruler	predate	party	9
7271	leadership	style	work	6
7272	explore	role	aesthetic	3
7273	condition	transformational_leadership_theory	emerge	3
7274	process	relationship##oriented	preclude	3
7275	related	group	potency	3
7276	transformational_leadership_theory	behavior	influence	3
7277	humility	relate	socialize	3
7278	reason	complex	psychological	3
7279	intellectual	stimulation	bass	3
7280	leadership	function	perform	5
7281	style	problem	structure	7
7282	attribution##base	explanation	imply	4
7283	behavior##subordinate	satisfaction	performance	4
7284	support	leader	behavior	3
7285	leadership	theory	core	3
7286	entity	individual	agency	3
7287	boundary	internal	homogeneity	4
7288	computerize	content	analysis	4
7289	expert	consensus	approach	5
7290	responsibility	human	resource	3
7291	welfare	group	hogg	3
7292	potential	contribution	entity	5
7293	reward	contingent	performance	4
7294	explain	relationship	ethical_leadership_theory	3
7295	leader	external	leader	3
7296	relationship	equal	influence	3
7297	maturity	level	follower	4
7298	social	construction	perceive	3
7299	study	aim	contribute	5
7300	predict	leadership	perception	9
7301	analysis	leadership	relationship	3
7302	job	context	sector	4
7303	report	international	institute	3
7304	state	university	factor	6
7305	snapshot	relational	reality	3
7306	define	organizes	role	3
7307	task	cue	increase	3
7308	word	bradbury	lichtenstein	3
7309	leader	emergence	leader	6
7310	burnout	stronger	follower	4
7311	trait	study	leadership	3
7312	similarity	key	difference	3
7313	entity	approach	focus	13
7314	indirect	organizational_outcome	ethical_leadership_theory	3
7315	relationship	development	entity	3
7316	organizational_outcome	organizational	effectiveness_level	5
7317	leadership	style	organizational	17
7318	transformational_leadership_theory	behavior	follower	4
7319	offer	traditional	leadership	3
7320	emotional	contagion	human	3
7321	sense	belong	social	3
7322	communicate	high##performance	expectation	6
7323	analysis	carry	out	3
7324	dyad	higher	characteristic	3
7325	embedding	leadership	environmental	3
7326	culture	situational	strength	4
7327	dachler	hosking	identify	3
7328	psychological	capacity	positive	3
7329	long	term	customer	4
7330	reinforce	perceptual	congruence	3
7331	proposition	situationa1	leadership	3
7332	relationship##oriented	i	intend	3
7333	future	investigation	critical	3
7334	charismatic_leadership_theory	leader	leader	4
7335	social	network	approach	25
7336	study	radio	frequency	5
7337	match	leadership	model	3
7338	leader	conceptual	language	3
7339	client	maturity	level	5
7340	consideration	consist	relational	3
7341	active	work	environment	21
7342	turn	dependent	variable	4
7343	four	leadership	style	14
7344	outcome	focus	investigation	3
7345	possibility	woman	man	4
7346	retrospect	dachler	hosking	3
7347	serve	guideline	future	3
7348	degree	employee	stress	3
7349	offstein	propose	extend	3
7350	rate	leader	effectiveness_level	6
7351	need	avoid	closure	4
7352	leader	close	leadership	3
7353	vertical_dyad_linkage_theory	differentiation	literature	3
7354	provide	constructive	feedback	3
7355	function	athlete	leader	3
7356	work	effort	organizational	7
7357	related	leadership	effectiveness_level	13
7358	business	value	creation	3
7359	trait	leadership	emergence	3
7360	attempt	explain	leader	3
7361	share	understanding	ethical	5
7362	responsibility	team	member	3
7363	participative	leadership	school##staff	3
7364	stuff	construct	accumulate	3
7365	leader	behaviour	leader	3
7366	system	leadership	theory	3
7367	commodity	concentrate	individual	3
7368	organization	health	care	3
7369	individualize	consideration	three	3
7370	motivate	team	member	6
7371	depend	organizational	context	3
7372	change	circumstance	live	3
7373	examine	relationship	characteristic	3
7374	related	message	effectiveness_level	3
7375	linkage	theory	approach	3
7376	integrate	trait##behavioral	model	3
7377	normal	theory	command	4
7378	interaction	group	agreement	3
7379	approach	refer	process	3
7380	share	value	theory	3
7381	expect	anonymity	moderate	3
7382	federation	department	organization	3
7383	exchange	theory	vertical_dyad_linkage_theory	3
7384	perception	intention	behavior	3
7385	adopt	post	modern	3
7386	individual	difference	leader	5
7387	mission	inspirational	motivation	3
7388	organization	rost	see	3
7389	current	leadership	theory	11
7390	follower	extra	effort	3
7391	render	collective	identity	3
7392	organizational	context	influence	4
7393	hope	faith	approach	3
7394	stimulus	target	leader	3
7395	good	safety	result	4
7396	suggest	self##report	data	3
7397	real	good	relational	3
7398	personalize	social	contagion	3
7399	notion	need	closure	3
7400	relationship	participative	leadership	5
7401	individual	dyad	group##level##analysis	4
7402	information	team	member	3
7403	range	leadership	style	6
7404	individualize	consideration	contingent	7
7405	organizational	support	affective	5
7406	connection	social	capital	3
7407	style	group	member	8
7408	blanchard	suggest	follower	4
7409	ethical	behavior	reward	3
7410	staff	feeling	value	4
7411	current	understanding	leadership	3
7412	fulfillment	contractual	obligation	4
7413	sympathy	support	upset	3
7414	type	z	organization	4
7415	relationship	transformational	transactional_transformational_leadership_model	4
7416	sense	similarity	follower	4
7417	leadership	approach	see	3
7418	leader	average	leadership	3
7419	view	review	approach	3
7420	information	technology	systems	4
7421	affective	event	theory	15
7422	distant	charismatic_leadership_theory	leader	24
7423	number	leadership	relationship	3
7424	greater	expression	solution	4
7425	follower	behavior	leader	3
7426	considerate	supportive	leadership	3
7427	strong	sense	personal	3
7428	degree	leadership	effectiveness_level	8
7429	global	unit##level	property	5
7430	strong	situation	weak	3
7431	member	identify	group	8
7432	resource	plan	assimilation	7
7433	key	role	leadership	4
7434	basis	leadership	influence	3
7435	power	struggle	autocratic	3
7436	research	examine	role	3
7437	human	nonhuman	phenomena	3
7438	manager	public	organisation	6
7439	negative	moderator	contingent	6
7440	van	knippenberg	assume	3
7441	group	process	outcome	18
7442	organizational	success	leader	4
7443	elementary	high	school	4
7444	network	theory	approach	3
7445	characterization	leader##follower	dynamics	3
7446	leadership	roles	model	4
7447	interpersonal	life	individual	3
7448	emergence	charismatic_leadership_theory	leader	4
7449	process	explain	leader	3
7450	research	program	result	5
7451	difference	relational	leadership	3
7452	transformational_leadership_theory	task	performance	7
7453	organizational_outcome	participative	leadership	3
7454	distinguish	leader	people	3
7455	receive	exposure	kind	3
7456	exist	triad	form	3
7457	experience	job	significance	4
7458	theory	transformational	charismatic_leadership_theory	11
7459	organizational	commitment	korea	4
7460	negative	self##view	underlying	3
7461	special	exchange	relationship	5
7462	contemporary	work	environment	3
7463	mediate	leadership	process	3
7464	behavioural	reaction	theoretical	3
7465	perception	corporate	social	4
7466	charismatic_leadership_theory	leader	positive	3
7467	employee	safety	behavior	3
7468	present	model	zoom	3
7469	predict	leadership	effectiveness_level	13
7470	charismatic_leadership_theory	leader	affect	3
7471	reasoning	sensory	experience	3
7472	insider	scholar	result	3
7473	achievement	affiliation	power	3
7474	expansion	dyadic	partnership	4
7475	theory	y	theory	8
7476	charismatic_leadership_theory	behavior	charismatic_leadership_theory	3
7477	meeting	system##support	group	5
7478	fundamental	attribution	error	7
7479	network	recognize	dyadic	3
7480	future	century	need	3
7481	match	leader	situation	3
7482	aspect	follower	self##identity	3
7483	resource	management	role	22
7484	clarify	expect	follower	3
7485	role	psychological	safety	3
7486	healthful	regeneration	increase	11
7487	patient	porient	culture	5
7488	organization	reflection	leadership	3
7489	ship	collective	vehicle	3
7490	relationship##oriented	combine	effort	3
7491	suggest	leadership	effectiveness_level	3
7492	leader	affective	state	7
7493	characteristic	behavior	charismatic_leadership_theory	4
7494	message	analysis	approach	5
7495	patterning	social	life	3
7496	fi	rm	operate	3
7497	follower	lead	identify	3
7498	relationship	secondary	analysis	3
7499	term	relationship	social	3
7500	traditional	leadership	variable	3
7501	exhibit	high	level	3
7502	study	project	team	4
7503	emergence	leader	effectiveness_level	4
7504	follower	outcome	review	3
7505	perceive	social	environment	4
7506	member	determine	leader	3
7507	effective	leadership	result	3
7508	team	member	team	17
7509	tree	technique	i	3
7510	subordinate	perceive	high	4
7511	virtual	team	process	5
7512	approach	relational	social	3
7513	process	structuring	organize	6
7514	related	effective	leadership	5
7515	view	ongoing	achievement	3
7516	transformational_leadership_theory	organizational	citizenship	4
7517	accompany	introduction	additional	3
7518	characteristic	dyad	commit	3
7519	authentic	leader##follower	development	3
7520	dyadic	leadership	process	3
7521	leadership	questionnaire	measure	14
7522	difference	female	male	3
7523	structure	leadership	perceive	9
7524	model	leader	behavior	18
7525	approach	explain	traditional	3
7526	form	behavior	include	3
7527	describe	model	relational	3
7528	media	richness	moderate	5
7529	article	thematic	category	4
7530	fulfillment	positive	affect	3
7531	potential	positive	organizational_outcome	3
7532	leadership	knowledge	share	3
7533	leadership	include	reaction	3
7534	framework	research	leadership	3
7535	work	environment	bullying	3
7536	mean	make	relational	3
7537	individual	bring	relationship	3
7538	control	moderate	relationship	4
7539	role	clarity	variable	3
7540	generation	emergence	social	3
7541	objective	organizational	reality	3
7542	project	type	project	3
7543	leader	task	performance	3
7544	larger	context	social	3
7545	out	detail	innovation	4
7546	international	society	technology	4
7547	positive	relationship	variable	3
7548	leader	define	organizes	3
7549	exemplary	set	relationship	4
7550	feel	support	encourage	3
7551	inquire	set	theory	3
7552	extent	agree	statement	3
7553	base	theory	charismatic_leadership_theory	4
7554	apply	leader	rating	3
7555	leadership	employee	attitude	3
7556	view	passive	knowable	3
7557	congruence	follower	performance	3
7558	negative	leadership	behavior	5
7559	identify	leader	behavior	5
7560	rating	follower	development	3
7561	network	theory	appear	3
7562	define	high	supportive	4
7563	direction	variation	result	3
7564	change	differ	add	3
7565	general	procedural	justice	3
7566	environment	know	individual	3
7567	speak	risk	replicate	3
7568	leadership	effectiveness_level	relationship##oriented	3
7569	finding	show	leader	3
7570	feeling	reasoning	sensory	3
7571	leader	achieve	healthful	3
7572	vertical_dyad_linkage_theory	vertical	member##member##member	3
7573	include	sense	evoke	3
7574	language	phase	non##charismatic_leadership_theory	3
7575	repeat	interaction	generate	3
7576	potential	charismatic_leadership_theory	provide	3
7577	need	power	high	3
7578	produce	high	level	4
7579	business	review	article	7
7580	psychological	safety	related	4
7581	transformation	leadership	style	4
7582	human	resource	policy	7
7583	interact	process	interpersonal	3
7584	focus	individual	collective	4
7585	leadership	literature	attention	3
7586	explanation	attribution##base	explanation	4
7587	leader	close	leader	5
7588	group	member	act	3
7589	charismatic_leadership_theory	process	include	3
7590	image	consistent	caregiver	3
7591	compare	actual	manager	3
7592	self	accord	brewer	3
7593	traditional	sense	word	8
7594	predictive	power	substitute_leadership_theory	3
7595	context	social	exchange	3
7596	entity	clear	separation	3
7597	relational	purpose	discussion	3
7598	concept	individual	internal	3
7599	clear	expectation	behavior	3
7600	leader	effectiveness_level	study	3
7601	prediction	derive	situational_contingency_theory	3
7602	influence	employee	behavior	3
7603	situation	high	vulnerability	4
7604	understanding	relationship	entity	3
7605	individual	emergence	effectiveness_level	3
7606	relationship	transformational_leadership_theory	innovative	6
7607	study	democratic	leadership	3
7608	trust	value	congruence	19
7609	criterion	related	effectiveness_level	5
7610	behavioral	manifestation	generic	3
7611	depressive	symptom	workplace	4
7612	characteristic	individual	leader	4
7613	leadership	style	occur	3
7614	serve	argue	entity	3
7615	team	knowledge	share	7
7616	vertical_dyad_linkage_theory	mediate	organizational_outcome	3
7617	leadership	team	psychological	7
7618	role	ambiguity	define	5
7619	simmel	heiders	balance	3
7620	relationship	leader##member	dyad	3
7621	finding	corporate	social	3
7622	subordinate	perceive	task	3
7623	transformational_leadership_theory	behavior	effective	4
7624	capacity	accomplish	leadership	3
7625	behavior	leader	create	4
7626	current	study	examine	3
7627	relationship	construct	entity	3
7628	study	present	study	4
7629	practice	relationship##oriented	practice	5
7630	leadership	style	classification	13
7631	manager	multifactor	leadership	4
7632	relational	leadership	benefit	3
7633	knowledge	create	sensory	3
7634	expect	leader	trait##related	4
7635	dynamic	interpersonal	process	4
7636	consider	leadership	process	4
7637	start	point	cognition	3
7638	leadership	context	leadership	3
7639	compare	distant	leader	3
7640	authentic_leadership_theory	authentic	followership	4
7641	leader	focus	process	3
7642	state	university	measure	3
7643	organizational_outcome	leadership	student	9
7644	dialogue	enhance	capacity	3
7645	include	manns	review	3
7646	extant	theory	leadership	3
7647	attitude	value	behavior	4
7648	race	occupation	fit	10
7649	share	transformational_leadership_theory##related	organizational	3
7650	leader	identification	leader	3
7651	dynamics	offer	wide	3
7652	positive	form	leadership	8
7653	laudable	organizational_outcome	gain	3
7654	leadership	practice	leadership	3
7655	organizational	performance	organizational_outcome	5
7656	collective	self##base	identity	3
7657	people	magnitude	difference	3
7658	teacher	work	classroom	4
7659	focus	characteristic	dyadic	3
7660	interplay	organizational_outcome	individual	3
7661	characteristic	leadership	behavior	3
7662	individual	consideration	inspirational	3
7663	interaction	produce	bond	3
7664	leader	behavior	model	7
7665	idea	group	member	5
7666	type	link	occur	3
7667	trait	organizational_outcome	effectiveness_level	3
7668	description	close	distant	3
7669	relationship	define	term	3
7670	refer	individual	characteristic	3
7671	utility	depend	reaction	3
7672	knowledge	management	role	3
7673	large	midwestern	city	3
7674	focus	discrete	abstract	3
7675	individual	relation	consider	3
7676	university	leadership	scale	5
7677	great	man	approach	3
7678	sense	personal	identity	4
7679	knowledge	skill	ability	6
