	gram_1	gram_2	Freq
18780	field	characteristic	3
18781	cognitive	approach	10
18782	original	solution	9
18783	performance	condition	9
18784	related	commitment	5
18785	person	social	3
18786	characteristic	self##concept	3
18787	distinction	type	6
18788	member	join	3
18789	centrality	position	4
18790	subordinate	team	4
18791	performance	participative	4
18792	address	challenge	4
18793	team	member	613
18794	gender	theme	3
18795	theory	plan	3
18796	characteristic	success	3
18797	resource	organizational	9
18798	three	four	12
18799	expertise	knowledge	4
18800	determine	behaviour	4
18801	in##group	member	47
18802	decision	situation	5
18803	process	consist	4
18804	follower	previous	3
18805	manager	role	30
18806	resource	task	18
18807	performance	adaptive	3
18808	technology	study	3
18809	complete	set	4
18810	limit	scope	3
18811	employee	focus	4
18812	relational_approach	focus	4
18813	base	manager	3
18814	collect	source	3
18815	ethic	value##oriented	4
18816	increase	in##group	3
18817	contribute	advance	3
18818	production	concern	3
18819	data	study	13
18820	promote	development	3
18821	leader	motivational	8
18822	self##report	bullying	6
18823	serve	foundation	4
18824	trust	group	8
18825	tree	technique	5
18826	leader	network	31
18827	supportive	innovation	4
18828	country	colder	3
18829	structure	moderate	3
18830	organization	bass	4
18831	constraint	opportunity	3
18832	follower	distant	5
18833	work	member	4
18834	condition	situation	4
18835	institutional	position	10
18836	follower	variable	5
18837	role	ascription	3
18838	process	link	7
18839	study	warrant	3
18840	model	practice	3
18841	process	group	18
18842	lichtenstein	relational	3
18843	charismatic_leadership_theory	three	4
18844	discuss	implication	13
18845	instrument	design	4
18846	variety	task	8
18847	represent	difference	4
18848	style	member	11
18849	practice	enable	4
18850	scope	study	3
18851	individual	interest	7
18852	bigley	roberts	6
18853	qualitative	approach	8
18854	commitment	dedication	3
18855	focus	approach	22
18856	adequate	resource	4
18857	expect	vertical_dyad_linkage_theory	3
18858	leader	assess	11
18859	support	physical	3
18860	degree	content	4
18861	composite	score	4
18862	neutralize	relationship##oriented	4
18863	process	control	5
18864	sensitive	follower	9
18865	rate	leadership	3
18866	stimulation	follower	7
18867	i	hersey##blanchard_situational_leadership_model	5
18868	definition	successful	3
18869	evaluation	supervisor	3
18870	converge	mental	4
18871	strategy	include	5
18872	american	business	5
18873	result	experiment	4
18874	interesting	meaningful	3
18875	leave	wing	5
18876	relational	attribution	7
18877	strategic	direction	15
18878	future	finding	3
18879	construct	real	3
18880	potential	negative	3
18881	focus	technology	3
18882	set	result	3
18883	regard	specific	3
18884	follower	recognition	3
18885	s1	tell	4
18886	theory	emotional	4
18887	authority	structure	4
18888	related	value	7
18889	punish	follower	3
18890	articulate	ideological	7
18891	present	stage	3
18892	scholar	consultant	3
18893	practice	member	3
18894	management	training	25
18895	individual	capacity	6
18896	standard	social	3
18897	term	model	7
18898	address	regional	3
18899	result	need	7
18900	manager	attend	3
18901	propose	mechanism	6
18902	bypass	organizational_outcome	8
18903	discussion	group	6
18904	achievement	organizational	5
18905	motivated	work	6
18906	commitment	benefit	16
18907	correlate	criterion	5
18908	product	model	3
18909	performance	objective	12
18910	aim	extend	5
18911	activation	inhibition	3
18912	variable	relationship	11
18913	level##analysis	alternative	5
18914	adapt	leadership	17
18915	characteristic	predispose	3
18916	leadership	theorist	26
18917	occur	organization	7
18918	time	charismatic_leadership_theory	4
18919	sponsor	member	5
18920	behavior	internal	3
18921	high	identification	7
18922	influence	predict	3
18923	outcome	theory	5
18924	variable	organizational_outcome	11
18925	relationship	communicative	3
18926	integrate	self##identity	3
18927	exist	employee	3
18928	underlying	logic	3
18929	adoption	path##goal_model	5
18930	political	environment	3
18931	people	leadership	5
18932	response	format	4
18933	process	vertical_dyad_linkage_theory	19
18934	position	select	3
18935	knowledge	basis	5
18936	basis	understanding	9
18937	dispositional	variable	4
18938	leader	appoint	9
18939	substitute_leadership_theory	focus	3
18940	include	contextual	3
18941	social	approval	6
18942	observer	perceive	3
18943	exchange	leader	14
18944	summary	literature	4
18945	study	intend	3
18946	commitment	competence	4
18947	contexts	focus	3
18948	culture	strategy	3
18949	theoretical	model	70
18950	comprehensive	examination	4
18951	power	differential	5
18952	response	consider	3
18953	group	action	10
18954	think	influence	4
18955	hackman	oldhams	3
18956	organizational_outcome	prior	3
18957	grandiosity	fantasy	5
18958	taxonomy	develop	3
18959	distant	leader	45
18960	work	emotional	3
18961	relationship	expect	12
18962	positive	attribution	5
18963	veri	performance	4
18964	people	implicit	6
18965	intervention	study	6
18966	interest	influence	3
18967	gender	organization	5
18968	overcome	social	3
18969	power	role	5
18970	offer	sense	3
18971	managerial	intervention	3
18972	tolerance	risk	3
18973	secondary	embedding	4
18974	social	collective	3
18975	lead	kind	3
18976	approach	related	8
18977	emergence	charismatic_leadership_theory	11
18978	paternalistic_leadership_theory	western	4
18979	leader	score	10
18980	value	principle	5
18981	partnership	building	6
18982	leadership	supportive	5
18983	contrast	transactional	3
18984	subordinate	readiness	5
18985	organization	fact	4
18986	strategy	involve	3
18987	main	question	5
18988	service	behavior	3
18989	organization	accord	5
18990	people	treat	3
18991	challenge	organization	5
18992	operational	cost	4
18993	emotional	bond	8
18994	method	design	6
18995	select	pro	7
18996	write	case	3
18997	discussion	vertical_dyad_linkage_theory	3
18998	outcome	rating	3
18999	understand	context	4
19000	readiness	match	7
19001	difference	gender	6
19002	perception	theory	6
19003	introduce	distinction	3
19004	responsibility	create	4
19005	study	illustrate	3
19006	negotiate	time	3
19007	low	demand	3
19008	predict	positive	9
19009	view	review	3
19010	available	leader	7
19011	appear	related	4
19012	balance	compete	3
19013	predictive	power	21
19014	low	competence	14
19015	employee	report	11
19016	experience	thought	4
19017	i	reveal	3
19018	translate	organizational	3
19019	job	influence	4
19020	rating	transformational_leadership_theory	4
19021	leadership	role	213
19022	organizational_outcome	strong	11
19023	kind	situation	6
19024	liberal	national	3
19025	subordinate	lack	9
19026	aspect	effective	7
19027	dynamic	open	3
19028	development	entity	3
19029	component	congruence	3
19030	maintain	equity	4
19031	share	purpose	7
19032	broader	relational	3
19033	leader	espouse	7
19034	relationship	contribution	4
19035	faculty	involvement	4
19036	horizontal	axis	5
19037	action	competitor	3
19038	related	factor	3
19039	negative	reaction	7
19040	accept	implement	5
19041	study	sue	3
19042	standard	approach	5
19043	outcome	future	7
19044	organizational	aspect	6
19045	instance	leader	10
19046	theory	ability	3
19047	team	psychological	46
19048	main	leadership	8
19049	high##characteristic	relation	4
19050	role	crisis	5
19051	student	participation	7
19052	include	trait	4
19053	greater	reliance	4
19054	competitive	advantage	56
19055	organizational	capability	6
19056	good	news	5
19057	express	appreciation	7
19058	prior	experience	7
19059	follower	outcome	49
19060	image	organizational_outcome	3
19061	behavior	bass	5
19062	i	test	4
19063	level	discuss	4
19064	vary	situational	4
19065	aim	explore	4
19066	culture	climate	7
19067	approach	advocate	6
19068	group	behavior	9
19069	difference	consistent	3
19070	feedback	task	9
19071	three	dimensional	3
19072	out	favor	3
19073	constructionist	symbolic	3
19074	work	resource	3
19075	discrepant	assessment	13
19076	hope	model	3
19077	psychological	analysis	3
19078	involvement	organization	3
19079	cronbach	alpha	7
19080	individual	identity	3
19081	manage	participative	3
19082	motivation	leader	20
19083	employ	social	3
19084	lead	leader	10
19085	demand	constant	3
19086	individual	teacher	6
19087	ability	produce	3
19088	component	transformational##transactional_transformational_leadership_model	3
19089	longer	term	11
19090	attention	follower	9
19091	follower	raise	6
19092	ability	advance	3
19093	self##rating	leader	7
19094	contexts	interaction	3
19095	behavior	subsume	3
19096	task	feedback	81
19097	operationalize	individual##level	3
19098	behavior	relationship##oriented	22
19099	external	attribution	17
19100	group	study	11
19101	stage	ii	5
19102	simultaneous	organizational_outcome	3
19103	situation	call	3
19104	ability	foster	3
19105	degree	time	4
19106	professional	social	3
19107	management	iterative	3
19108	leadership	characterize	12
19109	facilitate	collaborative	3
19110	charismatic_leadership_theory	rating	10
19111	ethical	moral	13
19112	flexible	leadership	8
19113	situation	regard	4
19114	organizational	design	13
19115	leadership	contrast	4
19116	leadership	conclusion	4
19117	effectiveness_level	task##oriented	5
19118	ongoing	debate	4
19119	activity	behavior	3
19120	allocate	resource	16
19121	focus	transactional_transformational_leadership_model	5
19122	questionnaire	measure	49
19123	deal	employee	5
19124	organizational_outcome	expect	10
19125	i	initiate	3
19126	theory	action	4
19127	kirkpatrick	locke	16
19128	diversity	theory	3
19129	hersey##blanchard_situational_leadership_model	glickman	4
19130	need	training	3
19131	relate	understand	4
19132	five	dimension	13
19133	type	model	3
19134	expect	subordinate	6
19135	self##definition	self##evaluation	3
19136	team	find	3
19137	condition	exist	4
19138	behavior	transactional_transformational_leadership_model	10
19139	gain	adopt	3
19140	employee	believe	3
19141	empirical	leadership	9
19142	range	autocratic	3
19143	exchange	partner	8
19144	relationship	differ	5
19145	follower	social	9
19146	maintain	structure	4
19147	leader	base	35
19148	strong	individual	3
19149	behavioral	adaptation	3
19150	critical	incident	23
19151	emotion	attribution	4
19152	non##western	country	3
19153	general	ulysses	4
19154	appropriate	subordinate	3
19155	outcome	negative	5
19156	leadership	conclude	4
19157	follower	spiritual	3
19158	work	judge	3
19159	transformational_leadership_theory	think	3
19160	level_five_leadership_model	count	7
19161	individual	employee	35
19162	limit	ability	6
19163	trait	view	4
19164	note	leader	5
19165	uncover	fact	3
19166	function	serve	4
19167	follower	style	9
19168	positive	motivation	3
19169	step##level	public	3
19170	form	exchange	5
19171	charismatic_leadership_theory	future	3
19172	leadership	instance	7
19173	country	manager	3
19174	reviewer	literature	4
19175	literature	reveal	8
19176	communication	listen	4
19177	correlation	transformational##transactional_transformational_leadership_model	3
19178	extent	role	3
19179	prepare	organization	3
19180	context	play	5
19181	evidence	interaction	3
19182	theoretical	formulation	4
19183	base	possession	3
19184	object	relation	12
19185	measure	servant_leadership_theory	4
19186	problem##solving	process	7
19187	integral	component	8
19188	listen	leader	3
19189	agenda	future	7
19190	document	procedure	3
19191	trust	subordinate	7
19192	task	evaluation	3
19193	front##line	employee	7
19194	feedback	accomplishment	3
19195	satisfaction	measure	10
19196	woodwork	industry	3
19197	manager	effort	4
19198	staff	consensus	3
19199	subordinate	competent	3
19200	tactical	approach	3
19201	explicit	tacit	4
19202	attribution	identification	9
19203	aesthetic	sensory	3
19204	direct	consensus	4
19205	process	subordinate	12
19206	action	event	4
19207	value	total	4
19208	manage	performance	3
19209	dynamics	outcome	3
19210	form	social	4
19211	question	be	3
19212	industry	consider	3
19213	problem	resolve	5
19214	in##group	formal	3
19215	collective	purpose	3
19216	satisfaction	sense	3
19217	finding	imply	7
19218	leadership	differentiate	4
19219	empirical	data	20
19220	construct	comprise	3
19221	explore	type	6
19222	related	general	3
19223	evidence	report	5
19224	flow	natural	5
19225	transactional_transformational_leadership_model	organizational_outcome	8
19226	state	understanding	3
19227	white	lippitt	3
19228	sector	organisation	3
19229	function	social	4
19230	observe	leadership	10
19231	coach	follower	5
19232	version	situational_contingency_theory	6
19233	department	lose	3
19234	approach	problem##solving	5
19235	task	factor	3
19236	theory	take	4
19237	facilitate	successful	5
19238	major	reason	4
19239	behavior	accord	8
19240	client	seek	3
19241	combine	general	3
19242	base	expertise	3
19243	emphasis	leader	7
19244	framework	review	4
19245	theory	stress	6
19246	approach	leader	77
19247	study	participant	11
19248	intolerance	ambiguity	3
19249	woman	continue	3
19250	compare	group	5
19251	behaviour	literature	4
19252	commitment	link	5
19253	relationship	discuss	4
19254	conduct	analysis	6
19255	theory	basis	9
19256	provide	objective	3
19257	work	meet	5
19258	related	effective	5
19259	sacrifice	value	3
19260	commitment	group	9
19261	sty1e	leadership	3
19262	organization	assume	3
19263	strategy	formulation	8
19264	interaction	predict	3
19265	characterize	high##power##distance	6
19266	process	demonstrate	4
19267	describe	group	3
19268	define	project	6
19269	author	focus	4
19270	behaviour	process	3
19271	promote	collective	7
19272	predictor	individual	5
19273	methodology	examine	3
19274	distinction	transformational	3
19275	greater	team	4
19276	consideration	consist	3
19277	characteristic	salient	5
19278	member	leader	43
19279	exchange	occur	10
19280	action	improve	4
19281	leadership	establish	11
19282	relative	influence	5
19283	problem	time	3
19284	bass	measure	3
19285	leader	trait##behavior	64
19286	virtual	environment	5
19287	patient	arrive	3
19288	cultural	identity	4
19289	culture	performance	20
19290	charismatic_leadership_theory	level_five_leadership_model	4
19291	multilevel	organizational_outcome	4
19292	model	consist	6
19293	theory	gender	3
19294	dynamic	characteristic	5
19295	dynamics	social	10
19296	finding	transformational_leadership_theory	6
19297	people	develop	6
19298	in##group	favoritism	7
19299	attain	leadership	7
19300	nursing	unit	4
19301	base	knowledge	6
19302	kaltmans	book	4
19303	consider	process	4
19304	greater	extent	16
19305	social	climate	15
19306	system	study	3
19307	transactional_transformational_leadership_model##group	potency	6
19308	quantitative	study	5
19309	life	leader	5
19310	service	characteristic	21
19311	role	communication	4
19312	situation	leadership	16
19313	open	democratic	5
19314	incorporate	context	3
19315	employee	chance	3
19316	extend	result	3
19317	project	time	3
19318	symbolic	center	7
19319	spiritual_theory_leadership	view	3
19320	work	stress	29
19321	development	leader	20
19322	agreement	determination	3
19323	follower	acceptance	8
19324	change	provide	7
19325	model	link	14
19326	tyrannical	leadership	10
19327	organizational_outcome	differ	3
19328	dynamic	market	3
19329	virtual	workplace	3
19330	leader	close	13
19331	small	organizational_outcome	4
19332	process	address	8
19333	model	group	13
19334	indirect	leader	3
19335	substitute	neutralize	17
19336	comparative	context	4
19337	self##directedness	job	4
19338	collectivist	society	8
19339	include	moderate	3
19340	demonstrate	link	5
19341	outside	scope	3
19342	low	group	8
19343	effective	knowledge	9
19344	include	information	6
19345	team	satisfaction	3
19346	demonstrate	group	4
19347	society	reflect	3
19348	policy	implication	5
19349	performance	attention	3
19350	outsider	appreciative	3
19351	focus	dimension	4
19352	pursuit	approach	4
19353	promote	higher	3
19354	avoidant	individual	21
19355	solve	problem	35
19356	area	receive	4
19357	western	transformational_leadership_theory	3
19358	benevolent	behavior	5
19359	true	pseudo	8
19360	unusual	characteristic	3
19361	plan	assimilation	7
19362	organisational	learn	12
19363	role	determine	5
19364	leadership	interactive	5
19365	behavior	dimension	9
19366	performance	employee	19
19367	discussion	model	3
19368	relate	construe	3
19369	cue	influence	3
19370	situation	function	3
19371	direct	measure	7
19372	success	focus	3
19373	greater	degree	14
19374	review	provide	5
19375	hypotheses	develop	5
19376	result	condition	5
19377	power	perception	7
19378	low	control	9
19379	form	approach	3
19380	poor	fit	3
19381	seek	discover	3
19382	challenge	follower	6
19383	unpleasant	surprise	3
19384	relational##collective	self	6
19385	individual	concern	6
19386	moral	leadership	32
19387	result	participative	3
19388	theory	consistent	6
19389	optimal	style	6
19390	manager	worker	5
19391	original	study	4
19392	identity	refer	3
19393	expectation	leadership	8
19394	network	type	3
19395	issue	manager	4
19396	social	condition	4
19397	order	meet	5
19398	role	holder	11
19399	management	activity	5
19400	interact	leadership	5
19401	agree	leadership	4
19402	change	composition	3
19403	principal	perceive	5
19404	stage	development	22
19405	organization	interaction	3
19406	conceptualize	level##analysis	4
19407	desire	change	8
19408	small	depend	3
19409	style	satisfaction	6
19410	lowest	level	10
19411	relationship	procedural	5
19412	motivation	result	6
19413	hofstedes	study	3
19414	search	information	3
19415	leadership	remain	3
19416	manager	task	6
19417	include	theory	5
19418	group	characteristic	11
19419	vertical_dyad_linkage_theory	organizational_outcome	5
19420	social	position	6
19421	generate	number	3
19422	limit	study	6
19423	organizational##level	study	3
19424	role	aspect	6
19425	verbal	skill	3
19426	develop	environment	7
19427	leadership	explicit	6
19428	study	relationship	47
19429	critical	review	10
19430	feeling	opinion	4
19431	organizational	commitment	245
19432	idea	charismatic_leadership_theory	4
19433	outcome	induce	3
19434	characteristic	student	5
19435	level	uncertainty	8
19436	performance	offer	3
19437	resurgence	interest	3
19438	good	start	3
19439	leadership	four	6
19440	leadership	effort	9
19441	high##power##distance	team	6
19442	study	organizational_outcome	31
19443	respond	call	4
19444	high	trust	8
19445	trait	expect	5
19446	low	vertical_dyad_linkage_theory	10
19447	network	centrality	5
19448	conflict	interest	3
19449	gain	status	3
19450	additional	work	4
19451	relation	value	4
19452	observe	increase	4
19453	center	employee##center	3
19454	situation	vary	6
19455	people	select	4
19456	autonomy	discretion	5
19457	activate	resource	5
19458	resource	course	3
19459	satisfaction	source	3
19460	way	greater	4
19461	manager	realize	3
19462	behavior	salient	3
19463	team##base	organization	18
19464	behavior	emphaseze	5
19465	three	concept	3
19466	notion	emotional	3
19467	perceive	work	9
19468	derive	leader	6
19469	theory	z	3
19470	refer	social	6
19471	information	system	12
19472	augment	transformational_leadership_theory	3
19473	theoretical	stream	3
19474	leader	authenticity	7
19475	transactional_transformational_leadership_model	limit	3
19476	involvement	follower	6
19477	equal	treatment	4
19478	approach	traditional	6
19479	hospitality	firm	4
19480	identify	basic	3
19481	report	problem	3
19482	business	lead	3
19483	inquire	set	3
19484	transformational##transactional_transformational_leadership_model	transformational	3
19485	empowerment	define	3
19486	organization	society	19
19487	refer	style	3
19488	similarity	difference	23
19489	shape	employee	7
19490	need	independence	22
19491	integrative	understanding	6
19492	characteristic	interaction	4
19493	organization	man	3
19494	embody	value	7
19495	behavior	focus	34
19496	authority	control	10
19497	accord	rubicon	3
19498	author	report	8
19499	leadership	satisfactory	3
19500	create	social	6
19501	leadership	component	13
19502	social	constructivist	3
19503	attitude	positive	3
19504	similar	argument	5
19505	central	understanding	4
19506	community	member	7
19507	measure	reduce	4
19508	condition	situational	4
19509	leader	explain	6
19510	result	performance	6
19511	direct	coordinate	5
19512	procedure	determine	3
19513	transformational_leadership_theory	explore	4
19514	trait##behavioral_approach	identify	3
19515	enhance	student	6
19516	secure	model	4
19517	investigate	organizational_outcome	25
19518	eliminate	negative	3
19519	degree	promote	3
19520	principal	measure	3
19521	identify	articulate	4
19522	ambivalent	adult	3
19523	earlier	leadership	14
19524	practice	consistent	3
19525	savanna	baboon	4
19526	premise	individual	3
19527	routine	leader	3
19528	person	base	3
19529	social	performance	4
19530	value	practice	5
19531	observe	association	3
19532	culture	ground	3
19533	popular	theory	6
19534	head	administrative	4
19535	first	result	3
19536	leave	out	5
19537	occur	change	3
19538	connectionist	model	27
19539	organizational	value	25
19540	transformational	leader	542
19541	development	community	4
19542	achievement	motive	8
19543	relationship##oriented	overarch	3
19544	prediction	optimal	3
19545	posit	social	3
19546	agree	support	3
19547	variable	affect	11
19548	suffer	stress	4
19549	difference	view	5
19550	measurement	instrument	13
19551	develop	economy	4
19552	induce	team	3
19553	business	operation	14
19554	innovation	relationship	5
19555	role	implicit	3
19556	healthcare	organization	3
19557	team	such	6
19558	theory	way	3
19559	resource	allocation	9
19560	power	organizational	3
19561	capability	leadership	3
19562	requirement	provide	3
19563	self##concept	construct	4
19564	type	power	6
19565	possibility	leader	7
19566	define	innovative	4
19567	responsibility	dimension	3
19568	power	task	5
19569	unit	member	41
19570	greater	range	4
19571	environment	characterize	12
19572	ability	motivate	6
19573	respond	question	4
19574	produce	emergent	4
19575	decision	participant	3
19576	addition	follower	10
19577	characteristic	man	5
19578	element	include	6
19579	main	factor	4
19580	affect	leadership	35
19581	measure	correlation	3
19582	charismatic_leadership_theory	distance	3
19583	acceptance	rejection	4
19584	firm	engage	4
19585	relation	intelligence	4
19586	crossover	point	5
19587	influence	organization	9
19588	expect	high	3
19589	theory	compilational	6
19590	member	result	10
19591	radical	innovation	3
19592	relate	individual	14
19593	three	type	26
19594	favor	leadership	4
19595	discuss	difference	3
19596	improve	follower	4
19597	leader	ensure	26
19598	challenge	change	3
19599	proposition	derive	4
19600	remain	competitive	3
19601	delegate	style	13
19602	model	popular	3
19603	system	characteristic	8
19604	psychological	need	7
19605	spiritual	survival	31
19606	normative	stereotype	3
19607	model	plausible	3
19608	condition	require	10
19609	foundation	original	3
19610	bouwen	hosking	3
19611	enhance	self##esteem	6
19612	aspect	group	5
19613	pool	correlation	6
19614	contexts	involve	3
19615	applicable	wide	3
19616	operation	process	3
19617	convergence	mental	3
19618	manager	bound	5
19619	author	believe	4
19620	negative	event	7
19621	team	exhibit	4
19622	measure	membership	4
19623	perception	play	4
19624	empirical	grounding	3
19625	leadership	task	26
19626	response	depend	3
19627	trait	differ	3
19628	variable	time	5
19629	member	occur	4
19630	social	loafing	28
19631	oriented	leader	13
19632	circumvent	problem	3
19633	work	emphasis	4
19634	concern	organizational	3
19635	study	weak	3
19636	prediction	specific	3
19637	optimism	performance	3
19638	focus	interaction	6
19639	member	pay	3
19640	make	process	11
19641	transactional_transformational_leadership_model	behavior	33
19642	aspect	control	3
19643	degree	participation	3
19644	understanding	dynamics	3
19645	provide	mean	7
19646	affective	drive	3
19647	concern	task	4
19648	summarize	result	3
19649	commitment	subordinate	7
19650	behavior	interaction	9
19651	diverse	team	29
19652	theory	prefer	5
19653	provide	teacher	4
19654	stronger	organizational_outcome	16
19655	relevant	knowledge	16
19656	collectivity	relationship	3
19657	group	view	5
19658	reaction	variable	10
19659	value	benefit	5
19660	depend	person	3
19661	process	high	3
19662	organization	adapt	8
19663	share	organizational_outcome	19
19664	four	situation	4
19665	relational	contract	3
19666	assign	direction	3
19667	characteristic	believe	3
19668	effectiveness_level	global	4
19669	supervisor	behavior	5
19670	fiedler	model	4
19671	stream	leadership	4
19672	process	redesign	7
19673	individual	motivated	11
19674	control	setting	3
19675	signal	leader	4
19676	case	appropriate	3
19677	leadership	focal	4
19678	adjacent	level	4
19679	transactional_transformational_leadership_model	study	3
19680	reality	woman	3
19681	patient	outcome	4
19682	transactional	transformational	38
19683	offer	contrast	3
19684	personnel	selection	3
19685	question	manager	5
19686	style	exhibit	3
19687	sense	understand	5
19688	opinion	suggestion	3
19689	testing	model	3
19690	team	cohesion	9
19691	feel	safe	9
19692	team	result	9
19693	strategy	attain	3
19694	dimension	transformational	3
19695	connect	leader	5
19696	minimal	level	3
19697	organizational	contingency	5
19698	edge	sword	4
19699	favorability##leader	influence	4
19700	relationship	independent	8
19701	structural	modeling	5
19702	leadership	educational	3
19703	core	activity	8
19704	behavior	report	4
19705	discuss	i	3
19706	officer	ceo	3
19707	discussion	suggest	6
19708	seek	out	21
19709	consideration	subordinate	16
19710	term	transactional	6
19711	commitment	demonstrate	3
19712	aspect	vertical_dyad_linkage_theory	4
19713	surround	leadership	5
19714	feel	leader	3
19715	match	individual	5
19716	third	finding	4
19717	suggest	neuroticism	3
19718	leadership	construction	3
19719	intergroup	relation	9
19720	model	subordinate	8
19721	self##efficacy	theory	11
19722	source	influence	14
19723	leadership	attribution	12
19724	provide	employee	11
19725	ethical_leadership_theory	literature	6
19726	self##identity	organizational_outcome	3
19727	central	authority	5
19728	task	demand	15
19729	performance	improvement	11
19730	test	relative	10
19731	range	information	3
19732	performance	service	3
19733	greatest	organizational_outcome	3
19734	allow	individual	3
19735	educational	reform	5
19736	task	competence	36
19737	theory	reality	4
19738	close	i	3
19739	describe	model	4
19740	culture	employee	13
19741	rapid	promotion	3
19742	style	result	20
19743	effectiveness_level	author	3
19744	behavior	man	4
19745	style	prefer	7
19746	leader	include	21
19747	issue	problem	6
19748	schriesheim	murphys	7
19749	decision	organizational_outcome	5
19750	transformational_leadership_theory	three	7
19751	individual	workgroup	4
19752	difficult	measure	4
19753	act	person	3
19754	addition	explore	4
19755	attempt	measure	5
19756	interest	social	5
19757	general	satisfaction	8
19758	position	group	7
19759	participant	observer	6
19760	moderator	follower	3
19761	conduct	experiment	4
19762	characterize	relationship	8
19763	position	man	3
19764	time	examine	5
19765	propose	taxonomy	6
19766	base	rate	3
19767	argue	direct	3
19768	statistical	significance	8
19769	complex	construct	4
19770	behavior	situational_contingency_theory	6
19771	event	market	3
19772	exhibit	negative	3
19773	benign	structure	7
19774	judgment	leadership	5
19775	create	healthy	4
19776	expectation	feedback	3
19777	lao	people	3
19778	behavior	initial	3
19779	number	variable	7
19780	concern	accomplishment	3
19781	outcome	member	5
19782	external	leader	21
19783	model	demonstrate	6
19784	solid	formal	3
19785	bass	state	14
19786	structure	plan	3
19787	conflict	ambiguity	4
19788	researcher	incorporate	3
19789	activate	leader	3
19790	questionnaire	ohio	9
19791	dimension	team	6
19792	effort	work	4
19793	nature	effective	3
19794	thrive	relationship	3
19795	network	method	5
19796	consideration	model	11
19797	dynamic	context	5
19798	construe	response	3
19799	follower	primary	3
19800	predict	higher	5
19801	present	future	15
19802	organizational_outcome	uncertainty	3
19803	range	theory	7
19804	extent	task	4
19805	manufacturing	company	8
19806	test	charismatic_leadership_theory	3
19807	level	training	4
19808	leadership	endorse	3
19809	contrary	expect	3
19810	school	size	8
19811	express	value	8
19812	include	specific	5
19813	service	context	6
19814	term	refer	8
19815	van	vliert	3
19816	assign	group	4
19817	marital	status	3
19818	self##confidence	self##efficacy	3
19819	make	suggestion	3
19820	leader	adaptability	10
19821	control	directive	3
19822	attention	role	6
19823	experience	theory	3
19824	study	testing	5
19825	process	facilitate	7
19826	state	government	3
19827	opportunity	leader	4
19828	leader##follower	agree	5
19829	cooperative	activity	3
19830	organizational	psychologist	3
19831	accord	result	3
19832	unit	resource	3
19833	behavior	believe	4
19834	team	discussion	3
19835	personal	involvement	7
19836	improve	skill	4
19837	result	counter	3
19838	model	address	11
19839	change	perception	4
19840	situnational	leadership	3
19841	socioeconomic	environment	3
19842	international	business	5
19843	lateral	distributive	3
19844	need	overcome	4
19845	solution	generate	3
19846	reach	higher	4
19847	base	experience	15
19848	trait_approach	leadership	8
19849	attribution	observe	3
19850	plan	manage	4
19851	focus	mental	3
19852	make	people	4
19853	perception	member	4
19854	stability	predict	3
19855	prevent	negative	4
19856	position	vertical_dyad_linkage_theory	4
19857	burgeon	literature	3
19858	related	group	15
19859	collective	organizational_outcome	24
19860	finding	mix	6
19861	system	view	6
19862	expectation	evaluation	4
19863	organizational	scholar	16
19864	hand	tend	4
19865	failure	characteristic	4
19866	leader	involve	19
19867	develop	relationship	27
19868	fact	theory	3
19869	sacrifice	benefit	14
19870	advice	provide	3
19871	manager	related	6
19872	leadership	dominant	3
19873	organizational_outcome	independent	5
19874	suggest	paternalistic_leadership_theory	3
19875	power	motivation	7
19876	athlete	burnout	3
19877	theory	conduct	4
19878	leadership	balance	5
19879	develop	organizational_outcome	3
19880	actual	turnover	3
19881	fiedler_contingency_model_leadership	prediction	3
19882	contagion	positive	8
19883	theory	relational	4
19884	quadrant	ii	4
19885	phenomena	exist	3
19886	reward	creativity	3
19887	quarter	project	3
19888	creative	output	3
19889	fulfillment	contractual	4
19890	transformational##transactional	dimension	3
19891	social	identity	357
19892	change	component	3
19893	role	value	6
19894	three	metacategory	4
19895	conclude	comment	3
19896	self##perception	follower	4
19897	formal	mechanism	4
19898	organizational_outcome	set	46
19899	career	advancement	6
19900	adaptive	systems	5
19901	display	self##confidence	4
19902	face	environment	3
19903	reaction	outcome	3
19904	external	threat	5
19905	task	direction	4
19906	leader	concentrate	3
19907	aim	contribute	10
19908	leader	prototypicality	3
19909	emphasize	interpersonal	7
19910	leadership	description	3
19911	characteristic	demographic	3
19912	genetic	source	5
19913	resemble	couple	3
19914	behavior	adapt	3
19915	problem	determine	3
19916	everyday	interpersonal	3
19917	sake	collective	3
19918	follower	good	5
19919	internalize	leader	7
19920	base	job	3
19921	difficult	communicate	3
19922	objective	data	3
19923	accord	graen	4
19924	meyer	allen	5
19925	demonstrate	multiple	3
19926	stronger	contributor	3
19927	firm	conclusion	3
19928	resource	deal	3
19929	group	expect	7
19930	relationship	operate	5
19931	work	place	15
19932	transactional_transformational_leadership_model##group	effectiveness_level	3
19933	contemporary	theory	11
19934	organize	activity	4
19935	support	exist	3
19936	teacher	performance	3
19937	economic	behavior	5
19938	interaction	organization	3
19939	context	capture	3
19940	criterion	variance	11
19941	essential	manager	3
19942	rating	decision	3
19943	expectation	success	3
19944	lewin	lippitt	9
19945	rely	subjective	4
19946	work	conduct	5
19947	leader	interpret	13
19948	organization	model	8
