	gram_1	gram_2	gram_3	Freq
3543	moderate	relationship	team	4
3544	leadership	relationship	mutual	3
3545	socialize	personalize	leader	3
3546	complete	individual	respondent	3
3547	drath	refer	relational	3
3548	collaborator	change	place	3
3549	substitute	directiveness	supportiveness	4
3550	static	sense	process	3
3551	social	responsibility	policy	3
3552	group	social	category	5
3553	behavior	leader	understanding	3
3554	organization	social	category	3
3555	science	theoretical	approach	4
3556	leader	administer	reward	6
3557	ability	handle	variability	4
3558	form	passive	active	3
3559	start	point	cognition	3
3560	theory	focus	dynamic	3
3561	develop	human	resource	3
3562	commitment	motivation	behavior	3
3563	measure	group	output	3
3564	constructionism	theorize	process	3
3565	resource	management	implement	3
3566	process	understanding	leadership	4
3567	dyadic	small	group	3
3568	propose	theory	related	3
3569	behavior	primary	objective	3
3570	observer	assume	objective	3
3571	traditional	sense	word	8
3572	focus	investigation	leadership	3
3573	reinforce	perceptual	congruence	3
3574	work	view	organization	3
3575	capable	profound	extraordinary	3
3576	collective	function	relational	3
3577	product	development	process	6
3578	relationship	leadership	burnout	3
3579	social	categorization	process	8
3580	people	persuade	adopt	3
3581	moderate	relationship	antecedent	7
3582	interaction	real	meaning	3
3583	secure	individual	report	3
3584	relationship	leader	interact	3
3585	leadership	decision	support	5
3586	symptom	depression	anxiety	3
3587	future	behavior	remain	3
3588	group	member	reward	4
3589	related	follower	sense	3
3590	referent	cognition	theory	3
3591	generate	define	project	3
3592	high	moral	style	3
3593	process	changing	revolution	3
3594	moderate	contingent	satisfaction	3
3595	symbolic	sociological	explanation	5
3596	formal	report	relationship	5
3597	interdependence	inequality	influence	3
3598	social	responsibility	moderate	6
3599	theory	leader	member	3
3600	encourage	subordinate	creative	3
3601	improve	productivity	reduce	4
3602	underpinnings	sound	relational	3
3603	theory	leadership	group	4
3604	predictor	group	agreement	8
3605	leadership	development	questionnaire	9
3606	interact	relationship	comprise	3
3607	framework	discuss	potential	3
3608	situation	open	mind	3
3609	characteristic	teacher	work	4
3610	people	woman	man	4
3611	focus	specific	dimension	3
3612	model	gather	information	3
3613	framework	investigation	relational	3
3614	mature	leadership	relationship	4
3615	attempt	produce	unified	3
3616	behavior	related	follower	3
3617	generate	bring	increase	3
3618	organizational	success	leader	4
3619	value	attitude	behavior	9
3620	leader	strong	directive	3
3621	team	member	behavior	3
3622	outside	formal	report	3
3623	adaptive	systems	approach	3
3624	organization	interorganizational	realm	3
3625	role	centralize	leadership	3
3626	leader	motive	serve	3
3627	motivation	opportunity	manager	3
3628	major	source	individual	3
3629	concept	trait	utility	3
3630	leadership	climate	injury	4
3631	estimate	population	parameter	3
3632	formation	leader	activate	3
3633	framework	open	quote	3
3634	interpret	actual	potential	3
3635	vary	socialize	personalize	3
3636	create	sustainable	competitive	3
3637	increase	productivity	satisfaction	3
3638	extent	team	member	6
3639	value	moral	justification	3
3640	context	leadership	embed	3
3641	rational	persuasion	consultation	4
3642	psychological	group	membership	3
3643	refer	relational	leadership	3
3644	encourage	discussion	alternative	3
3645	leader	provide	direction	4
3646	leadership	social	construction	4
3647	understanding	manage	reciprocity	3
3648	relationship	larger	context	3
3649	focus	trait	behavior	3
3650	leader	consider	interdependent	3
3651	exert	behalf	collective	3
3652	person	relational	exchange	3
3653	map	network	identify	3
3654	resource	management	strategic	3
3655	leadership	manager	compliance	3
3656	implicit	explicit	congruence	3
3657	view	leadership	interesting	3
3658	theory	apply	leadership	3
3659	unit	analysis	leadership	4
3660	accomplish	share	objective	6
3661	basic	unit	analysis	9
3662	leadership	privileged	ontology	3
3663	access	mind	knowledge	3
3664	task	variability	moderate	3
3665	structural	equation	analysis	3
3666	ongoing	achievement	construct	3
3667	functional	leadership	approach	3
3668	inquiry	adopt	traditional	3
3669	primary	objective	leadership	3
3670	high	uncertainty	avoidance	15
3671	researcher	job	uncover	3
3672	relationship	view	person	3
3673	operationalize	relational	leadership	3
3674	theoretical	framework	way	3
3675	neuroticism	moderate	relationship	6
3676	psychological	process	determine	3
3677	identification	implementation	framework	3
3678	relationship	leader	choose	3
3679	appropriate	statistical	technique	5
3680	social	work	principle	4
3681	relationship	separate	independent	3
3682	work	positive	psychology	3
3683	subordinate	lack	control	3
3684	individual	perceptual	depersonalization	3
3685	collective	effort	accomplish	4
3686	resource	department	service	10
3687	acceptance	relevant	criterion	3
3688	believe	people	perceive	3
3689	apply	omnibus	testing	4
3690	supportive	remark	critical	5
3691	domain	specific	model	3
3692	individual	trait	behavior	3
3693	experience	negative	emotion	6
3694	relationship	need	closure	4
3695	participant	construction	past	3
3696	knowledge	creation	application	3
3697	approach	symbolic	leadership	3
3698	role	preference	autonomy	3
3699	heterogeneity	team	role	6
3700	prominent	leadership	hollander	3
3701	identity	emanate	relationship	3
3702	social	loafing	arise	4
3703	theoretical	framework	leadership	4
3704	leadership	gender	public	3
3705	alive	relation	sex	3
3706	anxiety	workplace	alcohol	8
3707	inclusion	exclusion	criterion	4
3708	relational	constructionism	emphasize	3
3709	yukl	suggest	contrast	3
3710	moral	unity	collective	3
3711	individual	interpret	actual	3
3712	indirect	student	outcome	6
3713	individual	high	need	6
3714	vehicle	ongoing	construction	3
3715	statistical	model	network	3
3716	relational	process	center	3
3717	interest	relation	theory	3
3718	team	member	confidence	4
3719	uncertain	traditional	management	3
3720	combination	theoretical	modeling	3
3721	relationship	positive	high	4
3722	mediate	team	potency	3
3723	leadership	conceptual	overlap	3
3724	emerge	approach	know	3
3725	direct	indirect	student	3
3726	organization	focus	leadership	3
3727	sex	difference	behavior	3
3728	variety	opportunity	future	3
3729	climate	supportive	innovation	3
3730	leader	latitude	credit	3
3731	phenomena	interdependent	relationship	3
3732	management	power	model	7
3733	leadership	organizational	research	75
3734	construct	reality	focus	3
3735	power	perception	profile	6
3736	intent	leave	job	4
3737	planning	success	enterprise	3
3738	situation	high	vulnerability	4
3739	increase	need	closure	3
3740	information	technology	innovation	3
3741	sense	spiritual	survival	9
3742	coordination	approach	attitude	3
3743	leadership	perception	intention	3
3744	citizenship	behavior	relationship	5
3745	application	concept	leadership	3
3746	daily	change	structure	3
3747	trust	relationship	team	4
3748	flexibility	work	force	5
3749	member	dyad	characteristic	5
3750	leader	perform	role	5
3751	sex	good	renew	3
3752	human	resource	policy	7
3753	expectancy	theory	motivation	3
3754	predict	leadership	outcome	7
3755	autocratic	leadership	team	14
3756	time	complex	interplay	3
3757	relational	relation	view	3
3758	process	leader	develop	4
3759	complexity	leadership	work	3
3760	connection	social	capital	3
3761	trust	leadership	organizational	3
3762	life	hospitality	employee	3
3763	provide	insight	process	3
3764	uncover	fact	reveal	3
3765	team	member	leader	11
3766	myth	focus	behavior	3
3767	definition	leadership	person	4
3768	influence	value	interest	3
3769	watersh	management	program	3
3770	citizenship	behavior	mediate	4
3771	measure	need	closure	4
3772	individual	team	unit	11
3773	paragraph	sound	relational	3
3774	collective	individual	leader	4
3775	follower	attribution	humility	3
3776	dynamic	unfold	history	3
3777	reach	team	member	3
3778	imagination	contribution	knowledge	3
3779	depict	leader	personal	3
3780	extent	leader	demonstrate	3
3781	focus	relationship	leader	4
3782	practical	implication	leadership	3
3783	management	give	employee	3
3784	relationship	relational	approach	3
3785	surround	conceptual	definition	3
3786	refer	process	role	3
3787	contribute	trust	building	7
3788	culture	assess	assessment	3
3789	trust	leadership	increase	4
3790	similar	previous	leader	3
3791	creativity	empowerment	autonomy	3
3792	highlight	process	relationship	3
3793	insider	inquiry	adopt	3
3794	authority	science	relational	3
3795	larger	relational	dynamic	3
3796	relationship	view	leadership	3
3797	group	decision	support	42
3798	focus	dynamic	interaction	3
3799	focus	paper	explore	3
3800	difference	strength	relation	5
3801	positive	negative	affect	10
3802	discussion	lead	theory	3
3803	collective	concern	individual	4
3804	identification	trust	leader	3
3805	individual	earn	follower	3
3806	innovative	way	leader	3
3807	inherent	social	hosking	3
3808	relationship	people	persuade	3
3809	interorganizational	realm	approach	3
3810	dyad	introduce	analysis	3
3811	reward	receive	benefit	3
3812	entity	view	consideration	3
3813	mind	individual	involve	3
3814	existence	leader	transference	3
3815	core	evaluation	construct	5
3816	constructionist	approach	follow	3
3817	process	rare	examination	3
3818	engage	organizational	citizenship	8
3819	management	organization	emerge	3
3820	relationship	characteristic	perception	3
3821	follower	desire	clarify	4
3822	link	leader	emergence	6
3823	interpersonal	extraversion	agreeableness	6
3824	commitment	motivation	accomplish	3
3825	job	context	sector	5
3826	latitude	credit	building	3
3827	tyrannical	leadership	behaviour	4
3828	organization	implication	structuring	3
3829	team	member	exchange	35
3830	dominance	traditional	model	3
3831	leadership	perform	school	3
3832	work	leadership	hosking	3
3833	relational	tie	construct	3
3834	program	leadership	dimension	3
3835	job	relevant	knowledge	3
3836	search	universal	trait	3
3837	relationship	member	identification	3
3838	high	process	directiveness	4
3839	recognize	organizational	phenomena	3
3840	movement	way	people	3
3841	model	assume	formulation	3
3842	organizational	social	psychological	3
3843	leadership	personal	dominance	3
3844	participant	construction	social	3
3845	trait	leadership	perception	3
3846	consideration	transformational	transactional	6
3847	team	member	achieve	3
3848	change	health	care	3
3849	dominate	management	outcome	3
3850	theory	work	motivation	8
3851	evidence	sex	difference	4
3852	receive	increase	attention	3
3853	approach	leadership	view	3
3854	member	generate	influence	3
3855	leader	great	deal	4
3856	older	manager	consult	3
3857	generalize	reciprocity	leader	3
3858	commitment	organizational	citizenship	5
3859	origin	process	make	3
3860	network	closeness	centrality	3
3861	place	leadership	theorist	3
3862	considerable	job	autonomy	3
3863	relational	leadership	focus	3
3864	individual	group	emphasize	3
3865	interdependence	emerge	turn	3
3866	social	work	leader	3
3867	individual	access	mind	3
3868	superior	customer	service	3
3869	turn	idea	hold	4
3870	positive	negative	way	3
3871	firm	performance	leader	3
3872	collectivity	social	dynamic	3
3873	utility	depend	reaction	3
3874	follower	perception	leader	10
3875	leader	activate	negative	3
3876	individual	distribute	social	3
3877	balance	process	information	3
3878	culture	mediate	relationship	4
3879	reflect	purpose	approach	3
3880	identity	theory	social	4
3881	interactive	group	process	5
3882	group	organization	performance	5
3883	leader	exert	influence	3
3884	key	issue	need	3
3885	investigation	leadership	relationship	4
3886	inform	view	issue	5
3887	management	development	process	3
3888	leadership	approach	incorporate	3
3889	follower	high	competence	4
3890	managerial	leader	charge	3
3891	activity	social	process	3
3892	implementation	evaluation	outcome	3
3893	leader	choose	authority	3
3894	difference	consistent	entity	3
3895	behavior	group	member	10
3896	collectivity	view	relationship	3
3897	management	apply	psychology	3
3898	hogg	leadership	relational	3
3899	leader	effective	octant	3
3900	intent	leave	control	3
3901	call	stage	expansion	3
3902	influence	process	hollander	3
3903	network	individual	decision	3
3904	suggest	example	intend	3
3905	substantial	human	resource	3
3906	understanding	leadership	school	4
3907	positive	psychological	state	3
3908	characteristic	life	employee	3
3909	group	efficacy	satisfaction	20
3910	process	organizational	member	3
3911	leadership	influence	aim	3
3912	relationship	establish	previous	3
3913	service	performance	propose	4
3914	leadership	perception	role	3
3915	serve	moderator	relationship	4
3916	management	team	member	15
3917	negate	action	individual	3
3918	predictor	intent	leave	7
3919	power	distance	value	4
3920	approach	perceive	feedback	5
3921	glass	ceiling	woman	4
3922	behavior	perceive	leader	3
3923	social	loafing	group	4
3924	complex	adaptive	systems	5
3925	relational	exchange	rost	3
3926	leadership	construct	focus	3
3927	people	relationship	examine	3
3928	reciprocal	implicit	explicit	3
3929	sense	process	rare	3
3930	leadership	hope	contribute	3
3931	ideological	pragmatic	leadership	7
3932	exercise	political	behavior	3
3933	mental	health	outcome	7
3934	maintain	create	building	3
3935	multiple	form	resource	3
3936	emotion	multiple	voice	3
3937	critical	discourse	analysis	3
3938	dimension	uncertainty	avoidance	3
3939	interpersonal	influence	process	3
3940	money	employee	authority	3
3941	lean	production	system	4
3942	great	deal	attention	3
3943	climate	support	innovation	3
3944	relationship	development	pure	3
3945	mediate	relationship	trust	3
3946	way	build	follower	3
3947	leadership	development	explore	3
3948	define	leadership	term	3
3949	prototypical	expectation	follower	5
3950	behavior	member	group	4
3951	decision	maker	element	3
3952	individual	group	member	11
3953	directive	supportive	participative	4
3954	classification	scheme	develop	3
3955	leader	encourage	member	3
3956	consider	separate	management	3
3957	positive	organizational	scholarship	3
3958	spread	human	interaction	3
3959	shape	follower	commitment	3
3960	complex	interactive	dynamics	3
3961	function	loyalty	display	3
3962	model	start	point	4
3963	behavior	reflective	transformation	3
3964	interest	consider	participant	3
3965	lead	increase	decrease	3
3966	effort	determine	style	3
3967	purpose	static	change	3
3968	subordinate	task	organizational	3
3969	dimension	discrete	context	3
3970	leader	positive	negative	4
3971	environment	power	concentrate	3
3972	relationship	behavior	follower	7
3973	leader	ability	score	3
3974	exchange	receipt	team	3
3975	hold	follower	account	3
3976	perceive	lens	outgroup	3
3977	finding	interpret	caution	3
3978	consistent	rol	approach	4
3979	relational	emanate	relationship	3
3980	contemporary	theory	leadership	6
3981	recognize	provide	praise	3
3982	source	leadership	school	4
3983	contribution	exchange	receipt	3
3984	leader	accord	network	3
3985	people	identify	group	12
3986	competence	commitment	congruent	8
3987	suggest	group	member	3
3988	form	emergence	reflect	3
3989	reflect	intend	real	3
3990	discrete	abstract	phenomena	3
3991	reasoning	perceive	investment	3
3992	clarify	responsibility	performance	3
3993	individual	engage	behavior	4
3994	develop	team	member	5
3995	theory	command	control	4
3996	bully	autocratic	leadership	3
3997	functional	product	development	5
3998	approach	relational	social	3
3999	model	form	basis	5
4000	theoretical	implication	finding	3
4001	work	collaboration	participatory	3
4002	property	differentiation	process	7
4003	suggest	leader	need	4
4004	emphasize	relate	relatedness	3
4005	influence	group	leadership	3
4006	close	compare	depend	3
4007	consistent	model	describe	3
4008	feel	motivation	maintain	3
4009	leader	sponsor	member	4
4010	theoretical	approach	leadership	6
4011	pay	attention	individual	7
4012	organization	member	contrast	3
4013	main	focus	leadership	3
4014	human	resource	actor	13
4015	form	supervisory	behaviour	3
4016	century	need	renew	3
4017	core	component	approach	3
4018	leader	collaborator	change	3
4019	product	development	project	5
4020	framework	leadership	organizational	3
4021	leadership	category	encompass	3
4022	relational	recognize	leadership	3
4023	trust	confidence	human	3
4024	supply	chain	management	12
4025	behavior	reflective	increase	3
4026	raise	follower	awareness	3
4027	live	experience	perception	3
4028	series	interaction	nature	3
4029	leadership	perception	basis	5
4030	process	social	system	4
4031	follower	latitude	association	3
4032	citizenship	behavior	help	3
4033	proposal	critical	remark	3
4034	clarity	challenge	future	3
4035	social	construction	perceive	3
4036	role	relationship	define	3
4037	approach	generation	testing	3
4038	position	function	region	3
4039	behavior	emphasize	collective	4
4040	characteristic	dyad	commit	3
4041	know	process	relate	3
4042	implicit	explicit	corporate	10
4043	pay	special	attention	4
4044	influence	discussion	satisfaction	3
4045	subjective	objective	measure	3
4046	leadership	traditional	hierarchical	3
4047	develop	leadership	organization	3
4048	leader	communicate	follower	3
4049	employee	identification	involvement	4
4050	foundation	generate	behavior	3
4051	behavior	reflective	daily	5
4052	relationship	inherent	social	3
4053	theory	causal	connection	3
4054	articulate	characteristic	science	3
4055	explanation	autocratic	leadership	4
4056	characterize	power	distance	4
4057	cultural	extent	difficult	3
4058	leadership	function	perform	5
4059	process	emerge	evolve	3
4060	research	examine	role	3
4061	group	culture	hierarchical	3
4062	nationality	educational	diversity	8
4063	subordinate	indifferent	reward	3
4064	employee	assistance	programme	3
4065	leadership	relationship	development	3
4066	serve	connection	model	3
4067	plan	implementation	evaluation	5
4068	specific	component	behavior	9
4069	perception	corporate	social	4
4070	knowledge	share	organization	4
4071	extent	maintain	create	3
4072	variety	friendship	opportunity	3
4073	construction	real	good	3
4074	process	consider	relative	3
4075	mental	health	related	5
4076	motivational	leader	perceive	3
4077	functional	heterogeneity	team	13
4078	depend	considerable	extent	4
4079	adoption	appropriate	style	3
4080	relation	consider	approach	3
4081	gardner	interpersonal	relational	3
4082	leadership	define	term	4
4083	physical	fitness	flow	3
4084	structure	attitude	score	4
4085	relationship	leadership	dimension	4
4086	clarity	establish	role	3
4087	characteristic	differentiate	leader	5
4088	data	cross	sectional	3
4089	report	negative	relationship	3
4090	relationship	comprise	organization	3
4091	leadership	organization	human	3
4092	leadership	political	process	3
4093	follower	support	change	3
4094	leader	network	tie	7
4095	relationship	antecedent	trust	8
4096	tie	construct	reality	3
4097	emerge	maintain	position	3
4098	bring	product	market	3
4099	organizational	member	prevention	4
4100	individual	dyadic	group	3
4101	function	negative	moderator	5
4102	characteristic	complex	system	4
4103	training	development	leader	3
4104	relationship	refer	leader	3
4105	culture	characterize	high	7
4106	process	hollander	exchange	3
4107	methodology	examine	leadership	3
4108	individual	organizational	development	3
4109	difference	lie	philosophical	3
4110	organization	researcher	interested	3
4111	staff	value	teacher	3
4112	considerable	effort	behalf	3
4113	rousseau	black	box	3
4114	interaction	set	player	3
4115	science	insider	outsider	3
4116	managerial	job	context	20
4117	create	high	characteristic	3
4118	enactment	human	resource	18
4119	define	dachler	relational	3
4120	aesthetic	approach	leadership	4
4121	respect	array	personal	3
4122	responsible	kind	relationship	3
4123	adopt	focus	leadership	3
4124	view	approach	extent	3
4125	process	function	loyalty	3
4126	social	reality	approach	4
4127	commitment	approach	leader	3
4128	person	blame	dimension	3
4129	house	argue	leader	3
4130	employee	trust	manager	3
4131	multiple	analysis	approach	5
4132	aim	attain	focus	3
4133	social	process	specific	3
4134	direction	support	leader	3
4135	feedback	perform	rely	3
4136	control	flow	knowledge	3
4137	leadership	multi	processual	3
4138	implicit	corporate	social	11
4139	circumstance	live	approach	3
4140	interdependency	organization	member	3
4141	consider	subject	relationship	3
4142	renewable	energy	project	3
4143	complete	understanding	background	3
4144	subordinate	dyad	view	3
4145	leader	relationship	relational	3
4146	purpose	leader	compete	3
4147	property	group	leader	3
4148	organizational	group	identity	3
4149	sociological	political	science	3
4150	guideline	direct	work	3
4151	reward	anonymity	creativity	3
4152	cost	benefit	feedback	3
4153	loafing	group	reward	3
4154	moderator	leader	behavior	3
4155	conflict	value	interest	3
4156	social	dilemma	group	4
4157	leader	perception	influence	3
4158	build	term	customer	3
4159	relationship	build	hierarchy	4
4160	approach	behavior	ideology	7
4161	contingency	factor	influence	5
4162	nature	negotiate	group	3
4163	asset	knowledge	creation	3
4164	determination	follower	high	3
4165	core	value	organization	3
4166	focus	map	network	3
4167	conceptual	empirical	link	3
4168	justify	mission	appealing	3
4169	context	dynamic	unfold	3
4170	identification	group	organization	5
4171	imply	direction	term	3
4172	collective	ascribe	group	3
4173	social	identity	salient	7
4174	create	process	engagement	3
4175	stay	exit	decision	4
4176	group	prototypical	leader	4
4177	compositional	compilational	form	3
4178	service	performance	customer	5
4179	theory	leadership	reason	4
4180	influence	development	authenticity	3
4181	principle	enhance	capacity	3
4182	consistent	traditional	manager	3
4183	position	organization	reflection	3
4184	power	distance	society	5
4185	analysis	target	evaluation	4
4186	understand	context	ongoing	3
4187	change	leadership	consider	3
4188	subordinate	attitude	behavior	3
4189	variation	relative	position	6
4190	value	high	power	3
4191	questionnaire	request	respondent	3
4192	leadership	theorist	supervisor	4
4193	strategy	firm	evolution	5
4194	focal	firm	supplier	9
4195	discover	approach	researcher	3
4196	anonymity	group	reward	4
4197	incident	diary	comparative	3
4198	hollander	model	relational	3
4199	depend	supervisor	recommendation	3
4200	outcome	trust	leadership	3
4201	ability	willingness	accomplish	3
4202	leadership	knowledge	creation	8
4203	construct	reality	integration	3
4204	entity	methodology	limit	3
4205	resource	responsibility	manager	7
4206	examine	prediction	hold	5
4207	description	close	leader	6
4208	power	structure	team	3
4209	hope	faith	approach	3
4210	consider	interdependent	role	3
4211	citizenship	behavior	group	4
4212	activity	team	member	3
4213	integrate	identity	theory	3
4214	activity	participant	investigate	3
4215	job	context	influence	3
4216	middle	stream	relationship	3
4217	sense	connection	depict	3
4218	describe	leader	lead	3
4219	emotion	relational	process	3
4220	attitude	exert	effort	4
4221	leader	work	concept	6
4222	hosking	identify	leadership	3
4223	organization	emerge	reality	3
4224	follower	emulate	leader	3
4225	finding	show	leader	3
4226	relationship	individual	high	3
4227	commitment	trust	satisfaction	3
4228	examine	main	interactive	3
4229	notion	need	closure	3
4230	selection	appropriate	criterion	3
4231	permit	detailed	discussion	3
4232	concerned	description	talk	3
4233	commitment	change	leadership	5
4234	operate	multiple	analysis	3
4235	organizational	development	culture	3
4236	solving	clarify	monitoring	3
4237	essential	point	interpersonal	3
4238	invent	produce	manage	3
4239	connection	role	relationship	3
4240	principle	understanding	interaction	3
4241	follower	trust	leader	3
4242	deal	stressful	situation	3
4243	create	family	environment	4
4244	analysis	lateral	distributive	3
4245	relationship	leadership	work	3
4246	expect	team	member	3
4247	follower	perceive	leader	13
4248	autocratic	leadership	uncertainty	3
4249	form	function	develop	3
4250	most	organizational	scholar	3
4251	relational	social	process	3
4252	social	identity	people	4
4253	advice	network	ego	3
4254	membership	labor	exchange	5
4255	investigate	process	structuring	3
4256	autocratic	leader	perceive	5
4257	resistance	change	subordinate	3
4258	process	directiveness	predict	3
4259	relational	interaction	contribute	3
4260	recognize	leader	group	5
4261	leader	achieve	healthful	3
4262	kerr	substitute	theory	3
4263	competency	situational	leader	4
4264	invest	corporate	social	3
4265	create	environment	people	3
4266	close	leadership	situation	15
4267	employee	perception	human	6
4268	emerge	turn	reframe	3
4269	regular	interaction	repeat	3
4270	team	potency	contribute	3
4271	description	questionnaire	form	3
4272	relationship	supplementary	analysis	4
4273	cooperate	generate	define	3
4274	examine	process	relationship	4
4275	contribute	organization	strategic	3
4276	woman	meet	standard	3
4277	process	role	make	4
4278	interpersonal	intra	group	3
4279	approach	researcher	enter	3
4280	demonstration	appropriate	conduct	5
4281	dynamics	relationship	weak	3
4282	development	relationship	larger	3
4283	practice	combine	general	3
4284	contribution	entity	serve	3
4285	mental	health	state	6
4286	subject	produce	hear	3
4287	progress	consideration	relationship	3
4288	democratic	autocratic	leadership	6
4289	emotional	response	member	3
4290	core	competency	situational	4
4291	relationship	antecedent	outcome	3
4292	follower	identify	emulate	3
4293	define	demonstration	appropriate	4
4294	cross	cultural	leadership	13
4295	group	organization	social	3
4296	intend	represent	framework	3
4297	leader	interest	share	3
4298	manage	exception	element	4
4299	organization	design	direct	3
4300	leader	emergence	objective	3
4301	information	communication	technology	6
4302	building	process	function	3
4303	organize	focus	investigation	3
4304	altruism	conscientiousness	civic	7
4305	trust	leader	organization	5
4306	organizational	dynamic	congruency	3
4307	mediate	relationship	behavior	6
4308	relational	individual	like	3
4309	enhance	employee	service	7
4310	theory	suggest	example	3
4311	extent	agree	statement	3
4312	adapt	behavior	consistent	3
4313	define	project	accomplish	3
4314	supply	chain	stakeholder	12
4315	analysis	focus	leader	3
4316	personal	dominance	traditional	3
4317	theoretical	framework	emphasize	3
4318	relationship	leader	perceive	5
4319	human	resource	manager	5
4320	woman	lead	position	3
4321	know	live	experience	3
4322	governance	complex	system	7
4323	autocratic	leadership	organization	5
4324	network	theory	focus	3
4325	enhance	knowledge	share	3
4326	extreme	action	team	15
4327	group	oriented	emotion	3
4328	behavior	manipulative	serve	3
4329	response	influence	empowerment	3
4330	individual	collective	effort	5
4331	developmental	supervision	model	3
4332	emphasize	employee	perception	3
4333	organization	strategic	manager	3
4334	work	benefit	intensive	3
4335	direct	control	develop	3
4336	leader	perceive	trustworthy	3
4337	mutual	respect	trust	5
4338	relate	individual	affective	3
4339	teacher	autonomous	motivation	5
4340	theoretical	foundation	original	3
4341	approach	role	networking	3
4342	individual	commitment	change	3
4343	role	relevance	actor	3
4344	longer	term	relationship	3
4345	good	seek	identify	3
4346	perception	key	component	3
4347	chen	individual	repertoire	3
4348	influence	model	interaction	3
4349	predict	theory	organizational	3
4350	relational	leadership	recognize	3
4351	consultative	interaction	researcher	3
4352	characteristic	member	concept	3
4353	explore	increase	understanding	3
4354	influence	social	relation	4
4355	design	direct	control	3
4356	social	work	management	9
4357	expectation	enactment	managerial	4
4358	source	know	live	3
4359	double	loop	learning	3
4360	leadership	explore	structuring	3
4361	relationship	process	interdependency	3
4362	predictor	characteristic	climate	3
4363	moderate	relationship	group	9
4364	power	struggle	affect	3
4365	emphasis	high	flexibility	7
4366	predictor	leadership	perception	3
4367	leader	tendency	invite	3
4368	criterion	commitment	performance	3
4369	construct	distribute	mind	3
4370	process	emergent	coordination	7
4371	key	difference	relational	6
4372	reflection	team	role	4
4373	trust	autocratic	leader	4
4374	tacit	knowledge	individual	3
4375	individual	implicit	theory	5
4376	distinction	lead	reflect	3
4377	effort	organizational	citizenship	5
4378	sector	manager	mediate	3
4379	hierarchy	market	culture	3
4380	effort	engage	open	3
4381	behavior	interact	individual	5
4382	need	account	leadership	3
4383	leader	member	network	9
4384	member	determine	leader	3
4385	provide	benefit	leader	3
4386	bonding	job	organization	4
4387	influence	abstract	tell	3
4388	repertoire	relational	stem	3
4389	mediate	role	relationship	10
4390	activity	task	reshape	5
4391	woman	leadership	role	4
4392	team	reflection	relationship	3
4393	conviction	passion	mission	3
4394	emotion	mediate	difference	3
4395	finding	imply	leader	3
4396	leadership	change	approach	3
4397	entity	imply	direction	3
4398	integration	network	theory	3
4399	role	emotion	attribution	3
4400	extent	follower	identify	3
4401	human	interaction	place	3
4402	suggest	objective	social	3
4403	principal	leadership	teacher	3
4404	system	individual	embed	3
4405	capacity	reason	learn	3
4406	illustrate	possibility	consider	3
4407	lie	individual	construct	3
4408	persuade	adopt	value	3
4409	leadership	theorizing	neglect	3
4410	distributive	approach	social	3
4411	larger	collectivity	perception	3
4412	leadership	construct	recognize	3
4413	suggest	team	member	3
4414	implication	leadership	practice	5
4415	emergence	social	contrast	3
4416	relational	leadership	set	3
4417	individual	creation	control	3
4418	leadership	function	require	3
4419	share	theory	approach	3
4420	trustworthiness	entity	researcher	3
4421	analysis	code	data	3
4422	science	relational	constructionism	3
4423	display	prototypical	normative	3
4424	listen	follower	concern	3
4425	produce	unfold	involve	3
4426	mutual	stimulation	convert	3
4427	bully	employee	report	3
4428	decision	action	embed	3
4429	outcome	directiveness	leader	3
4430	categorization	depersonalization	propose	3
4431	project	outcome	presume	3
4432	profile	theory	leader	4
4433	share	enterprise	resource	12
4434	extent	leader	member	3
4435	engage	corporate	social	6
4436	performance	approach	perceive	3
4437	context	influence	relationship	3
4438	objective	reality	researcher	3
4439	identity	group	social	4
4440	basic	human	need	3
4441	solution	structure	problem	3
4442	formal	informal	communication	3
4443	human	social	capital	4
4444	identification	expert	knowledge	4
4445	leadership	dimension	omnibus	3
4446	firm	supply	chain	6
4447	individual	capacity	reason	3
4448	leader	work	follower	4
4449	participant	directive	leader	3
4450	personal	describe	aesthetic	3
4451	relational	leadership	practical	3
4452	range	relational	situation	3
4453	leader	problem	solving	5
4454	understand	individual	creation	3
4455	threaten	relationship	reform	3
4456	traditional	hierarchical	organization	3
4457	perception	report	behavior	3
4458	collaborator	circumstance	environment	3
4459	context	enterprise	resource	3
4460	direction	enable	structure	3
4461	endorse	implicit	theory	5
4462	leader	manager	relational	3
4463	need	closure	lead	3
4464	final	theory	prediction	3
4465	conscientiousness	extroversion	agreeableness	3
4466	integrative	approach	leadership	3
4467	desire	future	state	3
4468	decision	support	group	3
4469	routine	invariant	task	6
4470	meaning	limit	sociocultural	3
4471	social	capital	structural	4
4472	understanding	role	leadership	3
4473	related	enterprise	resource	5
4474	represent	distinct	factor	3
4475	social	problem	individual	3
4476	act	influence	social	3
4477	concept	knowledge	reflection	3
4478	cross	cultural	difference	6
4479	difference	personalize	socialize	3
4480	high	school	learn	5
4481	group	member	receive	5
4482	model	assimilate	prototypical	3
4483	leadership	refer	individual	3
4484	relational	leadership	emotion	3
4485	positive	reward	behavior	4
4486	improve	learn	organization	3
4487	leadership	emphasize	relational	4
4488	criticism	negative	feedback	3
4489	underlying	influence	process	10
4490	identify	similarity	difference	3
4491	hollander	exchange	theory	3
