	gram_1	gram_2	Freq
20143	view	value	3
20144	frame	breaking	9
20145	job	redesign	3
20146	history	leadership	11
20147	emerge	maintain	3
20148	learn	knowledge	3
20149	situation	organization	5
20150	work	explain	3
20151	college	university	3
20152	leader	discussion	3
20153	willingness	unwillingness	3
20154	house	suggest	8
20155	view	social	5
20156	responsibility	give	3
20157	relate	perceive	3
20158	organization	health	5
20159	theory	main	6
20160	leader	esteem	3
20161	background	knowledge	4
20162	organizational	leader	42
20163	stakeholder	relationship	5
20164	perceive	support	3
20165	content	theory	4
20166	culture	promote	8
20167	second	behavior	3
20168	resolve	problem	12
20169	source	advice	5
20170	set	task	3
20171	media	lack	3
20172	creation	involve	3
20173	mind	assertion	3
20174	reason	observe	3
20175	meeting	environment	3
20176	relate	characteristic	3
20177	follower	assessment	13
20178	agreement	team	17
20179	leader	advise	6
20180	parent	child	16
20181	contribute	trust	12
20182	lower	unit	15
20183	outcome	prior	4
20184	explanation	direct	3
20185	imagine	leader	4
20186	actor	model	3
20187	organizational	individual	12
20188	stability	time	4
20189	school	process	4
20190	leader	lose	3
20191	indicator	performance	4
20192	process	complex	7
20193	turn	work	5
20194	organization	discuss	7
20195	propose	experience	3
20196	accept	leadership	5
20197	people	prefer	11
20198	student	involved	3
20199	effort	predict	3
20200	approach	label	5
20201	entitativity	group	10
20202	motivation	knowledge	3
20203	wrong	incorrect	3
20204	alternate	model	3
20205	team	hierarchy	9
20206	creative	endeavor	4
20207	feel	reward	4
20208	prior	conduct	4
20209	conception	god	3
20210	labor	union	6
20211	work	supervisor	6
20212	process	implement	5
20213	focus	facilitate	3
20214	follower	ability	25
20215	leadership	solution	4
20216	element	definition	6
20217	individual	decision	8
20218	experience	autonomy	5
20219	effort	behalf	10
20220	personal	mind	3
20221	find	support	3
20222	implicit	leader	5
20223	energy	project	4
20224	data	design	6
20225	training	process	3
20226	investigate	behavior	4
20227	leader	transmit	8
20228	function	require	4
20229	way	develop	4
20230	key	indicator	10
20231	clarify	monitoring	3
20232	company	plant	3
20233	requirement	meet	4
20234	element	establish	6
20235	trait	behavioral	10
20236	climatic	explanation	3
20237	primary	determinant	4
20238	process	regional	3
20239	collective	leader	9
20240	worker	feel	8
20241	organization	most	7
20242	transform	team	3
20243	capture	behavior	3
20244	concept	argue	5
20245	appear	influence	4
20246	systematic	effort	3
20247	specific	act	3
20248	provide	insight	28
20249	critical	mass	5
20250	focus	shift	3
20251	develop	multifactor	4
20252	purpose	leader	6
20253	structure	organization	21
20254	corrective	supervisor	3
20255	management	develop	3
20256	develop	greater	6
20257	provide	mechanism	4
20258	leader	commit	8
20259	expect	greater	3
20260	model	transformational	8
20261	unwilling	insecure	3
20262	role	leader	78
20263	performance	effective	4
20264	staff	value	6
20265	collective	individual	12
20266	set	produce	3
20267	bass	propose	11
20268	leadership	embrace	4
20269	people	focus	7
20270	autonomy	supportive	6
20271	physical	appearance	6
20272	discuss	define	3
20273	situation	crisis	4
20274	service	organization	43
20275	skill	activity	3
20276	service	expect	3
20277	bully	employee	8
20278	distribute	mind	3
20279	high	moral	8
20280	note	key	3
20281	determinant	need	3
20282	comprise	person	3
20283	organization	dependent	3
20284	decision	theory	3
20285	innovative	value	4
20286	trust	outcome	4
20287	dimension	bass	3
20288	follower	produce	9
20289	regard	leadership	14
20290	psychology	suggest	3
20291	openness	communication	3
20292	build	personal	3
20293	researcher	devote	3
20294	dimension	stronger	5
20295	accomplish	group	3
20296	difference	public	10
20297	act	leadership	3
20298	measure	consideration	10
20299	employee	problem	7
20300	clear	purpose	3
20301	challenge	emerge	3
20302	promote	safety	3
20303	operate	organizational	3
20304	lead	kind	3
20305	commitment	trust	15
20306	sector	organisation	4
20307	model	integration	3
20308	explore	emotion	8
20309	distinct	leader	5
20310	good	follower	3
20311	call	characteristic	3
20312	sexual	harassment	3
20313	cultural	force	3
20314	instrument	multifactor	4
20315	barrier	team	5
20316	job	measure	3
20317	organization	responsible	3
20318	individual	secure	4
20319	display	strong	10
20320	leader	listen	8
20321	multiple	source	8
20322	foster	climate	3
20323	police	supervisor	3
20324	problem	lead	3
20325	interest	sake	20
20326	member	interact	12
20327	set	communicate	5
20328	moderate	process	3
20329	multi	analysis	5
20330	basic	prerequisite	3
20331	hybrid	integrative	3
20332	stronger	influence	4
20333	organizational	activity	3
20334	function	mediator	5
20335	difference	explain	5
20336	approach	emerge	9
20337	organizational	group	12
20338	theory	finding	7
20339	individual	regard	3
20340	factor	work	4
20341	absence	leadership	12
20342	involvement	follower	3
20343	process	mobilize	3
20344	motivation	define	3
20345	understanding	attribution	3
20346	decision	work	7
20347	organizational	research	77
20348	style	leadership	7
20349	larger	organizational	3
20350	essential	link	3
20351	value	hierarchical	4
20352	development	implementation	6
20353	manual	worker	3
20354	promote	share	5
20355	style	dependent	3
20356	individual	involved	4
20357	philosophical	approach	3
20358	female	subordinate	8
20359	need	satisfaction	10
20360	require	leader	19
20361	explore	mediate	6
20362	examine	empirical	4
20363	listen	follower	5
20364	foster	acceptance	5
20365	participation	process	5
20366	transactional	leadership	16
20367	behaviour	involve	7
20368	educational	leader	15
20369	schedule	time	3
20370	definition	require	3
20371	work	apply	9
20372	coach	mentor	5
20373	individual	effort	10
20374	contrary	expect	3
20375	kind	conversation	4
20376	gender	difference	39
20377	generate	confidence	4
20378	difference	gender	13
20379	general	cognitive	3
20380	dimension	produce	4
20381	contend	leader	5
20382	compelling	reason	3
20383	cultural	norm	10
20384	follower	term	12
20385	relational	skill	3
20386	value	encourage	3
20387	require	individual	9
20388	serve	role	4
20389	discussion	provide	3
20390	design	investigate	3
20391	offer	fresh	3
20392	fulfill	role	3
20393	theory	expectation	5
20394	believe	leadership	13
20395	leadership	intelligence	6
20396	bass	define	4
20397	leadership	predicate	3
20398	enhance	attitude	4
20399	act	way	6
20400	label	refer	4
20401	large	extent	13
20402	expect	direction	7
20403	enhance	diminish	4
20404	measure	factor	5
20405	support	legitimize	3
20406	similarity	leadership	5
20407	theory	component	3
20408	organization	create	10
20409	theory	mention	7
20410	outcome	relation	3
20411	theory	kind	3
20412	susceptibility	change	16
20413	leader	reveal	3
20414	engagement	participatory	3
20415	yukl	taxonomy	15
20416	leader	centrality	7
20417	collective	activity	4
20418	involve	project	5
20419	reflect	moderate	3
20420	leadership	hollander	4
20421	process	consultation	3
20422	change	collective	3
20423	theoretical	reason	4
20424	value	fit	6
20425	group	people	20
20426	welfare	group	13
20427	individual	perceptual	4
20428	believe	manager	6
20429	share	knowledge	43
20430	threaten	situation	3
20431	characteristic	close	4
20432	specific	narrow	3
20433	behavior	need	9
20434	change	daily	3
20435	negative	implication	5
20436	limit	sociocultural	3
20437	teaching	program	3
20438	group	interest	17
20439	manager	select	5
20440	identity	concept	7
20441	perception	effective	3
20442	operational	environment	3
20443	role	activity	4
20444	people	believe	8
20445	task	create	3
20446	control	work	15
20447	understand	real	3
20448	motivate	employee	12
20449	generate	understanding	4
20450	improve	group	7
20451	lead	share	3
20452	function	deal	3
20453	environment	recognize	4
20454	woman	position	3
20455	leader	relative	3
20456	leadership	electronic	5
20457	team	hypothesize	3
20458	genuine	care	3
20459	focus	essential	3
20460	top	management	111
20461	lead	negative	3
20462	perceive	reflect	3
20463	perceive	incongruity	3
20464	influence	cultural	3
20465	innovative	behaviour	24
20466	approach	methodology	7
20467	oriented	people	4
20468	social	force	11
20469	display	express	3
20470	worker	attempt	3
20471	schedule	program	4
20472	direction	participation	3
20473	cognition	theory	3
20474	increase	woman	3
20475	behavior	manipulative	5
20476	issue	reveal	4
20477	rate	direct	3
20478	predictive	predict	3
20479	sustain	interest	3
20480	identity	require	3
20481	value	measure	3
20482	employee	promote	3
20483	image	inconsistent	3
20484	dimension	term	7
20485	hunt	multiple	3
20486	diverse	culture	3
20487	share	model	4
20488	network	related	5
20489	promote	development	3
20490	examine	leadership	53
20491	culture	theory	4
20492	service	linkage	3
20493	problem	innovative	4
20494	engage	building	3
20495	extreme	behavior	3
20496	relationship	answer	3
20497	analysis	behavior	13
20498	leader	ability	81
20499	risk	focus	3
20500	leadership	middle	7
20501	process	sensemaking	4
20502	break	prevail	3
20503	model	engage	3
20504	interest	concern	4
20505	match	relevant	3
20506	moderate	leader	5
20507	managerial	organizational	4
20508	dichotomy	advocate	3
20509	difference	power	4
20510	process	locate	4
20511	view	authoritarian	3
20512	focus	principal	3
20513	situational	cue	10
20514	leader	render	4
20515	prove	difficult	8
20516	emulate	leader	10
20517	value	expression	4
20518	supervisor	direct	3
20519	influence	emphasize	4
20520	swedish	middle	3
20521	nurture	trust	3
20522	team	confidence	14
20523	country	sweden	4
20524	measure	supervisor	6
20525	predict	related	3
20526	outcome	control	3
20527	examine	manager	4
20528	need	detailed	3
20529	implementation	knowledge	3
20530	theory	expectancy	4
20531	flow	line	3
20532	approach	stability	3
20533	individual	people	9
20534	responsibility	implementation	3
20535	gain	leader	5
20536	finding	point	3
20537	complex	nature	6
20538	reality	leader	5
20539	member	acquire	3
20540	negative	attribution	4
20541	effective	utilization	3
20542	value	represent	5
20543	turn	need	3
20544	draw	concept	3
20545	model	stage	5
20546	homogeneous	perception	4
20547	invest	employee	4
20548	trait	social	4
20549	individual	tie	3
20550	range	autocratic	4
20551	broader	construct	5
20552	perception	unique	3
20553	argue	supervisor	3
20554	role	humility	3
20555	organization	give	5
20556	power	theory	5
20557	manager	exert	4
20558	predictive	influence	3
20559	specific	position	3
20560	behalf	collective	4
20561	culture	work	5
20562	model	lack	4
20563	task	plan	3
20564	define	approach	8
20565	process	lord	3
20566	view	superior	5
20567	actual	contact	3
20568	turn	related	8
20569	analysis	relationship	21
20570	requirement	interdependence	3
20571	idea	concept	7
20572	support	define	6
20573	development	attribution	4
20574	leader	organizational	24
20575	exemplary	approach	8
20576	context	knowledge	8
20577	demonstrate	factor	4
20578	need	closure	154
20579	variety	friendship	3
20580	employee	basic	5
20581	process	attribution	5
20582	participation	individual	5
20583	leader	creativity	4
20584	guide	team	4
20585	author	term	3
20586	suggest	strong	5
20587	relationship	knowledge	7
20588	complex	multiple	3
20589	effective	provide	3
20590	training	group	3
20591	achieve	success	9
20592	involve	form	3
20593	experience	interaction	4
20594	mind	leader	6
20595	relationship	propose	3
20596	increase	credibility	3
20597	value	source	4
20598	increase	opportunity	5
20599	governance	function	4
20600	conceptual	definition	10
20601	argue	focal	4
20602	open	door	8
20603	subsequent	development	3
20604	health	safety	6
20605	supportive	considerate	3
20606	manage	way	3
20607	racial	group	3
20608	gender	egalitarianism	13
20609	coordinate	social	4
20610	fact	action	3
20611	dimension	transformational	9
20612	seek	understand	12
20613	discussion	leader	4
20614	relative	contribution	8
20615	propose	framework	5
20616	experience	learn	5
20617	advisory	staff	4
20618	follower	prior	6
20619	virtual	workplace	3
20620	mind	individual	13
20621	future	benefit	7
20622	practice	learn	3
20623	team	pursue	4
20624	framework	monitor	3
20625	issue	organizational	3
20626	positive	leadership	18
20627	job	offer	3
20628	context	model	6
20629	time	interact	4
20630	weak	psychological	5
20631	cognitive	map	3
20632	share	problem	5
20633	lead	member	3
20634	identify	subdimension	3
20635	consistent	find	6
20636	leadership	perceive	12
20637	vroom	yetton	41
20638	connection	people	5
20639	conceptual	capacity	4
20640	integrate	multiple	6
20641	cultural	trait	4
20642	nature	negotiate	3
20643	group	confidence	4
20644	deal	conflict	4
20645	involvement	school	3
20646	affective	disposition	3
20647	relationship	model	9
20648	health	complaint	8
20649	change	positive	3
20650	employee	opinion	3
20651	high	variation	9
20652	approach	sensemaking	4
20653	principal	structural	10
20654	judge	consideration	3
20655	nurse	job	6
20656	emphasize	organization	3
20657	business	setting	5
20658	process	communication	4
20659	decentralize	human	6
20660	high	structure	6
20661	attempt	raise	4
20662	focus	incorporate	3
20663	maintain	leader	5
20664	people	commit	5
20665	major	role	12
20666	capacity	people	3
20667	woman	occupy	7
20668	theoretical	construct	7
20669	ethical	violation	3
20670	approach	regard	11
20671	inspirational	language	3
20672	allow	increase	4
20673	warmth	consideration	3
20674	member	emotion	4
20675	rate	group	3
20676	formal	organizational	8
20677	complete	performance	3
20678	enhance	capacity	3
20679	likelihood	follower	4
20680	work	interesting	3
20681	work	value	25
20682	science	insider	3
20683	multifactor	assess	5
20684	authoritarian	behavior	3
20685	upward	appeal	6
20686	benefit	increase	5
20687	corporate	setting	4
20688	work	social	8
20689	follower	style	7
20690	moderate	group	7
20691	reject	leader	4
20692	cooperation	peace	3
20693	transform	leadership	26
20694	extend	subordinate	3
20695	behavior	invariant	4
20696	accept	implement	4
20697	conceptualization	define	3
20698	integrate	general	3
20699	greater	proposal	3
20700	identity	suggest	5
20701	style	contingent	4
20702	fundamental	shift	3
20703	reflect	follower	4
20704	develop	approach	20
20705	leadership	variety	3
20706	compelling	future	5
20707	perceive	human	7
20708	experimental	design	19
20709	discuss	context	4
20710	metasystem	governance	4
20711	political	institutional	4
20712	fear	convention	3
20713	complementary	approach	7
20714	characteristic	knowledge	6
20715	work	design	5
20716	subordinate	process	5
20717	process	people	10
20718	comprehensive	examination	4
20719	shift	individual	3
20720	comprise	factor	6
20721	circumstance	follower	3
20722	group	firm	7
20723	business	practice	4
20724	characteristic	propose	4
20725	dyad	leadership	4
20726	relationship	define	12
20727	dominate	leadership	6
20728	shape	culture	4
20729	theoretical	modeling	3
20730	organization	ongoing	3
20731	behavior	actor	5
20732	department	education	3
20733	cost	work	3
20734	group	remove	3
20735	framework	information	4
20736	expectation	specific	4
20737	feel	employee	3
20738	member	mediate	5
20739	process	exchange	5
20740	value	integrity	5
20741	feedback	leader	6
20742	leader	contact	4
20743	attempt	clarify	3
20744	feedback	inquiry	4
20745	good	team	5
20746	follower	replace	3
20747	theory	help	4
20748	engage	extreme	5
20749	analytical	framework	5
20750	organization	complex	10
20751	listen	delegate	10
20752	soft	hard	3
20753	opportunity	influence	11
20754	moderate	average	3
20755	meaningful	contribution	3
20756	emotion	work	6
20757	school	model	3
20758	response	consider	3
20759	network	actor	4
20760	humble	people	3
20761	finding	organization	6
20762	define	outcome	4
20763	empowerment	subordinate	3
20764	develop	author	4
20765	characteristic	model	16
20766	obligation	organizational	3
20767	represent	term	3
20768	technical	competence	14
20769	nomological	network	11
20770	multiple	influence	8
20771	questionnaire	multifactor	3
20772	design	consideration	4
20773	tangible	intangible	5
20774	kerr	substitute	5
20775	theory	lead	14
20776	organization	implement	5
20777	unit	organizational	13
20778	follower	assume	4
20779	hollander	leader	3
20780	leader	acknowledge	3
20781	answer	social	3
20782	dimension	style	6
20783	observe	bullying	4
20784	develop	capability	5
20785	responsibility	enhance	4
20786	essential	job	3
20787	role	dimension	3
20788	conduct	series	4
20789	team	objective	6
20790	lack	closure	3
20791	explain	employee	4
20792	depend	leadership	9
20793	discussion	group	5
20794	situation	interaction	3
20795	value	system	8
20796	interaction	place	5
20797	employee	rate	3
20798	create	effective	6
20799	understand	context	10
20800	approach	dramatic	3
20801	effective	leader	9
20802	develop	comprehensive	8
20803	action	leadership	7
20804	model	hold	6
20805	change	hosking	3
20806	follower	lack	6
20807	sake	organization	7
20808	principal	experience	4
20809	influence	state	4
20810	constraint	job	5
20811	generate	high	4
20812	employee	theory	3
20813	nurse	need	4
20814	manager	good	3
20815	influence	structure	7
20816	distinct	advantage	3
20817	attempt	task	3
20818	criterion	suggest	3
20819	examine	causal	3
20820	challenge	people	3
20821	manager	behavior	19
20822	symbolic	center	7
20823	understanding	stress	3
20824	effective	individual	3
20825	focus	assessment	5
20826	fact	develop	3
20827	term	analysis	7
20828	action	manager	6
20829	leadership	broad	6
20830	difference	tendency	3
20831	commitment	congruent	8
20832	leader	understand	22
20833	evidence	model	4
20834	romantic	view	3
20835	leader	differentiation	3
20836	stress	limit	3
20837	independent	source	6
20838	maintain	group	7
20839	teacher	learn	6
20840	knowledge	view	4
20841	interpret	ambiguous	3
20842	basic	principle	5
20843	integrative	conceptual	3
20844	work	behaviour	8
20845	personal	leadership	11
20846	experience	difficulty	3
20847	avolio	suggest	4
20848	satisfaction	theory	3
20849	second	supervisor	3
20850	notion	woman	3
20851	maintain	balance	4
20852	team	collective	4
20853	approach	people	5
20854	team	life	7
20855	influence	depend	3
20856	equal	high	3
20857	compliance	expectation	6
20858	receive	perceive	3
20859	school	nursing	8
20860	ability	personal	6
20861	basic	human	8
20862	problem	time	3
20863	information	enhance	3
20864	need	measure	3
20865	reason	lack	8
20866	approach	interest	3
20867	science	inform	3
20868	suggest	example	4
20869	expectation	appropriate	4
20870	growth	development	13
20871	relate	achievement	3
20872	man	leader	3
20873	salient	people	4
20874	executive	job	3
20875	family	origin	4
20876	analysis	confirm	3
20877	employee	work	46
20878	supply	chain	129
20879	multi	process	6
20880	construct	involve	4
20881	leader	expertise	3
20882	affective	measure	5
20883	primary	function	3
20884	superior	leader	7
20885	phenomenon	leadership	10
20886	achieve	potential	4
20887	plant	emphasize	3
20888	role	charge	3
20889	issue	understand	3
20890	develop	concept	7
20891	unfair	treatment	4
20892	theory	extent	3
20893	ground	leader	3
20894	structure	consideration	7
20895	transformation	call	3
20896	actor	work	3
20897	information	communication	9
20898	involve	subordinate	4
20899	behavior	reduce	5
20900	problem	find	3
20901	characteristic	problem	5
20902	coalition	gain	3
20903	group	objective	6
20904	follower	determine	3
20905	relationship	facet	9
20906	culture	need	3
20907	help	leader	11
20908	considerate	behavior	14
20909	ideological	theory	3
20910	attempt	identify	11
20911	learn	protect	3
20912	biography	leader	3
20913	validate	measure	6
20914	open	discussion	7
20915	uncover	theory	3
20916	leader	situation	54
20917	organization	implementation	4
20918	voice	behavior	3
20919	finding	behavior	4
20920	leader	legitimacy	4
20921	decrease	likelihood	3
20922	culture	related	9
20923	outcome	support	3
20924	comprehensive	understanding	9
20925	consistent	prediction	3
20926	follower	experience	14
20927	true	leadership	7
20928	dimensional	construct	3
20929	event	content	3
20930	focus	contingency	4
20931	entity	view	8
20932	system	action	3
20933	dimension	scope	4
20934	most	view	3
20935	trait	develop	5
20936	creativity	involve	3
20937	organization	more	3
20938	understanding	issue	5
20939	emotional	intensity	6
20940	appeal	aesthetic	3
20941	engage	relationship	3
20942	interact	electronic	3
20943	leader	embed	5
20944	protect	influence	3
20945	researcher	turn	3
20946	create	facilitate	4
20947	evidence	distinct	3
20948	process	administrative	3
20949	female	male	28
20950	call	change	3
20951	improvement	approach	4
20952	status	characteristic	7
20953	influence	specific	6
20954	centrality	member	5
20955	creation	application	4
20956	value	predict	3
20957	mind	colleague	6
20958	relationship	client	5
20959	process	consistent	6
20960	develop	explore	4
20961	manager	person	3
20962	seek	determine	4
20963	contribution	understanding	6
20964	enterprise	resource	106
20965	team	succeed	7
20966	technology	usage	3
20967	cooperative	relationship	5
20968	combination	theory	3
20969	cue	social	3
20970	view	trait	7
20971	assume	context	3
20972	group	collective	15
20973	analysis	interaction	3
20974	emergence	reflect	4
20975	influence	unit	3
20976	chain	management	12
20977	characteristic	solution	3
20978	humility	leader	4
20979	process	understanding	8
20980	model	ethical	5
20981	information	exchange	6
20982	dynamics	organizational	3
20983	client	seek	3
20984	role	incumbent	4
20985	leadership	fundamental	6
20986	accord	bass	10
20987	leader	favorable	5
20988	moderator	analysis	7
20989	fulfillment	mediate	6
20990	kind	information	4
20991	statistical	technique	11
20992	industry	observe	4
20993	analysis	avolio	3
20994	interest	involve	3
20995	relational	school	3
20996	do	need	3
20997	dynamic	approach	4
20998	identify	opportunity	10
20999	individual	objective	3
21000	promote	employee	5
21001	leadership	bring	5
21002	provide	manager	3
21003	situation	characterize	7
21004	convert	leader	3
21005	capability	organize	3
21006	business	unit	16
21007	strategic	contribution	3
21008	team	autocratic	5
21009	guide	leadership	9
21010	underlying	leadership	3
21011	follower	judgment	4
21012	mayer	argue	4
21013	leader	initiation	5
21014	anonymity	influence	4
21015	gender	prejudice	4
21016	organization	implication	5
21017	emphasis	influence	4
21018	people	communicate	3
21019	related	role	5
21020	successful	approach	3
21021	performance	relative	4
21022	data	compare	5
21023	theory	cognitive	6
21024	relate	behavior	7
21025	effective	political	3
21026	performance	assessment	3
21027	actual	experience	4
21028	special	attention	7
21029	standard	performance	17
21030	average	work	3
21031	gain	advantage	6
21032	construct	definition	9
21033	leadership	view	39
21034	expectation	serve	3
21035	political	attitude	12
21036	characteristic	facet	3
21037	competency	profile	7
21038	entire	organization	10
21039	expectation	success	3
21040	role	junior	3
21041	short	leadership	6
21042	build	supportive	3
21043	feel	trust	4
21044	framework	group	5
21045	empirical	relationship	7
21046	learning	approach	8
21047	methodology	part	3
21048	task	involve	4
21049	watersh	management	6
21050	several	researcher	9
21051	knowledge	participant	3
21052	establish	approach	4
21053	leader	assume	8
21054	interpretation	support	3
21055	accord	adaptive	4
21056	employee	job	22
21057	reduce	group	4
21058	group	high	11
21059	joint	share	4
21060	identity	affect	3
21061	leadership	cross	7
21062	behavior	approach	10
21063	objective	framework	3
21064	team	positive	3
21065	psychological	capital	19
21066	represent	style	4
21067	administer	punishment	5
21068	theory	construct	8
21069	subordinate	group	9
21070	root	construct	9
21071	position	leadership	24
21072	aim	explore	5
21073	consider	set	4
21074	individual	collective	21
21075	enable	define	3
21076	leader	prove	5
21077	analysis	data	22
21078	performance	ability	4
21079	obtain	reward	5
21080	individual	life	3
21081	outcome	antecedent	4
21082	value	honesty	4
21083	success	change	4
21084	emphasize	compilational	5
21085	work	develop	13
21086	function	perform	11
21087	focus	discrete	3
21088	adopt	value	4
21089	predictor	expect	4
21090	characteristic	promote	5
21091	contrast	argue	5
21092	communication	medium	7
21093	member	socialization	3
21094	woman	attain	5
21095	neuroticism	extroversion	3
21096	point	cognition	3
21097	direction	focus	4
21098	support	perceive	5
21099	handle	variation	3
21100	mood	group	4
21101	extent	concept	4
21102	satisfaction	job	3
21103	relationship	link	3
21104	clear	support	4
21105	focus	romantic	3
21106	network	approach	26
21107	individual	organisational	4
21108	view	exhibit	3
21109	opinion	human	3
21110	concerted	effort	8
21111	leader	perception	34
21112	major	theoretical	4
21113	leader	organize	5
21114	leadership	point	15
21115	hersey	blanchard	4
21116	model	support	10
21117	describe	situation	3
21118	model	build	3
21119	mediation	mechanism	5
21120	argue	universal	3
21121	analysis	explain	3
21122	leader	small	5
21123	implication	understanding	6
21124	relation	sex	3
21125	concern	feeling	3
21126	predict	approach	3
21127	emerge	finding	3
21128	interpret	follower	11
21129	organisational	leadership	3
21130	reflect	team	3
21131	emotion	related	10
21132	group	dynamic	3
21133	understanding	micro	3
21134	regard	lord	3
21135	transformational	model	15
21136	group	autocratic	10
21137	encourage	empirical	3
21138	performance	organizational	11
21139	behavior	achieve	4
21140	develop	suggest	4
21141	conclusion	relationship	4
21142	social	dominance	9
21143	complex	difficult	5
21144	behavior	define	10
21145	theory	future	4
21146	operate	multiple	6
21147	approach	firm	6
21148	mind	theorize	3
21149	matching	process	8
21150	burnout	stronger	5
21151	personal	appeal	3
21152	negative	response	5
21153	increase	subordinate	15
21154	empirical	testing	13
21155	core	job	14
21156	national	curriculum	3
21157	relationship	context	7
21158	great	extent	5
21159	emergent	form	3
21160	private	firm	5
21161	factor	reduce	3
21162	stress	potential	5
21163	approach	pursue	7
21164	context	conceptualize	3
21165	situation	apply	3
21166	express	personal	3
21167	match	leadership	4
21168	role	emotion	20
21169	confidence	leader	14
21170	management	safety	4
21171	event	affect	4
21172	interest	establish	3
21173	relationship	conceptualize	3
21174	organization	enhance	7
21175	follower	act	3
21176	work	force	45
21177	estimate	interpret	3
21178	give	leadership	5
21179	major	difference	10
21180	define	characteristic	24
21181	argue	behaviour	5
21182	program	design	4
21183	leadership	professional	5
21184	gardner	note	4
21185	argue	distinction	4
21186	experience	interpersonal	3
21187	assess	content	3
21188	respect	warmth	3
21189	learn	fundamental	7
21190	process	objective	3
21191	infer	individual	3
21192	attachment	seek	4
21193	strong	directive	3
21194	concerned	leadership	4
21195	entity	clear	3
21196	dyad	complex	4
21197	observation	interview	7
21198	leader	stimulus	3
21199	way	share	3
21200	living	body	3
21201	remain	popular	3
21202	individual	independent	5
21203	argue	action	3
21204	hosking	network	3
21205	uncertainty	high	6
21206	radical	change	14
21207	choose	investigation	3
21208	leadership	property	4
21209	issue	remain	9
21210	difference	woman	5
21211	content	approach	9
21212	set	ethical	3
21213	leader	experience	30
21214	finding	contradict	3
21215	rely	trust	3
21216	public	social	4
21217	give	manager	3
21218	task	enhance	3
21219	secondary	embedding	4
21220	governance	model	3
21221	questionnaire	approach	4
21222	nature	view	3
21223	purpose	analysis	3
21224	outcome	reflect	4
21225	leader	symptom	3
21226	leadership	emotional	4
21227	policy	behavior	3
21228	accomplish	work	11
21229	employee	need	22
21230	subordinate	knowledge	7
21231	leader	combine	4
21232	presidential	performance	4
21233	successful	outcome	6
21234	older	worker	13
21235	subordinate	propose	3
21236	work	workplace	4
21237	performance	conceive	3
21238	closure	leader	3
21239	serve	desire	3
21240	stakeholder	value	3
21241	leadership	participant	4
21242	choice	approach	3
21243	avoid	attribution	3
21244	leadership	apparent	4
21245	opportunity	access	3
21246	perception	ability	5
21247	reward	participation	7
21248	demand	constraint	6
21249	leader	transactional	10
21250	relationship	perceive	8
21251	related	subordinate	4
21252	draw	extant	6
21253	experience	value	6
21254	refer	cognitive	3
21255	resident	exchange	11
21256	radical	incremental	3
21257	model	antecedent	6
21258	framework	model	8
21259	control	reduce	3
21260	satisfaction	need	3
21261	closure	individual	9
21262	behavior	outcome	14
21263	cohesive	team	4
21264	stronger	follower	7
21265	value	way	4
21266	administrative	staff	3
21267	supervision	require	3
21268	participant	male	4
21269	implication	practitioner	5
21270	transactional	burns	3
21271	researcher	leadership	14
21272	influence	success	3
21273	symbolic	behavior	10
21274	humanistic	value	3
21275	distinct	analysis	5
21276	perceive	rating	3
21277	accountability	policy	4
21278	enhance	esteem	6
21279	leader	acceptance	4
21280	development	large	3
21281	individual	positive	4
21282	leader	differentiate	7
21283	team	output	4
21284	decline	programme	3
21285	characteristic	context	6
21286	argue	observer	4
21287	leadership	change	24
21288	encourage	manager	3
21289	centralize	leadership	54
21290	informational	influence	8
21291	resource	practice	56
21292	business	military	3
21293	local	employee	3
21294	evidence	link	14
21295	action	implement	4
21296	leadership	clear	7
21297	country	rank	5
21298	relationship	empowerment	3
21299	university	leadership	272
21300	participate	process	7
21301	concern	source	3
21302	raise	framework	3
21303	leadership	governance	3
21304	finding	confirm	4
21305	empirical	scrutiny	3
21306	network	outcome	3
21307	emphasize	learn	3
21308	theory	time	8
21309	inspiring	approach	11
21310	point	individual	4
21311	stress	leader	18
21312	hand	high	3
21313	variety	organizational	8
21314	negative	high	4
21315	offer	framework	4
21316	change	involve	4
21317	improve	theory	3
21318	motivated	behavior	7
21319	hosking	subject	3
21320	apply	knowledge	5
21321	high	monitor	3
21322	business	success	5
21323	recognize	implication	3
21324	directive	manner	3
21325	manager	learn	5
21326	judge	value	3
21327	minimal	support	3
21328	prior	knowledge	4
21329	major	category	7
21330	difficult	task	6
21331	leadership	contrast	11
21332	practical	relevance	3
21333	function	organization	18
21334	leadership	history	4
21335	strategy	behavior	4
21336	member	behave	3
21337	decision	approach	5
21338	predict	outcome	32
21339	consider	human	4
21340	biological	approach	3
21341	expression	leader	3
21342	focus	style	7
21343	development	high	12
21344	identify	role	4
21345	substitute	subscale	4
21346	leadership	achievement	3
21347	bass	view	6
21348	contrast	traditional	5
21349	culture	story	3
21350	foster	leader	3
21351	achievement	growth	4
21352	process	high	4
21353	response	format	5
21354	develop	environment	7
21355	discuss	possibility	3
21356	analysis	apply	3
21357	support	resident	4
21358	specific	dynamics	3
21359	produce	measure	3
21360	collective	work	3
21361	leader	nature	4
21362	advancement	organization	4
21363	expectation	actual	3
21364	work	hospital	3
21365	principal	position	15
21366	control	automatic	3
21367	process	generation	4
21368	engage	interaction	9
21369	follower	support	11
21370	vital	role	4
